entry,at,order
"""ldl @ Fyu1zC3WxZ"" posts a big blind of 2",2025-10-23T17:32:35.588Z,176124075558807
"Dead Small Blind",2025-10-23T17:32:35.588Z,176124075558806
"Player stacks: #1 ""yx @ Ap79JvHOiZ"" (1800) | #3 ""ldl @ Fyu1zC3WxZ"" (2002) | #7 ""黄笃读 @ dA-JAVT-sT"" (329)",2025-10-23T17:32:35.588Z,176124075558802
"-- starting hand #163 (id: wedwsrqu06ed)  (No Limit Texas Hold'em) (dealer: ""yx @ Ap79JvHOiZ"") --",2025-10-23T17:32:35.588Z,176124075558801
"The player ""gf @ Wi9ow9nAAo"" quits the game with a stack of 0.",2025-10-23T17:32:35.588Z,176124075558800
"-- ending hand #162 --",2025-10-23T17:32:29.531Z,176124074953101
"""yx @ Ap79JvHOiZ"" collected 214 from pot with Pair, 8's (combination: 8♠, 8♦, K♣, 9♥, 7♥)",2025-10-23T17:32:29.531Z,176124074953100
"River: 7♥, 8♦, 9♥, 5♣ [K♣]",2025-10-23T17:32:25.523Z,176124074552300
"Turn: 7♥, 8♦, 9♥ [5♣]",2025-10-23T17:32:21.521Z,176124074152100
"""gf @ Wi9ow9nAAo"" shows a A♣, Q♦.",2025-10-23T17:32:17.519Z,176124073751901
"""yx @ Ap79JvHOiZ"" shows a 8♠, 4♠.",2025-10-23T17:32:17.519Z,176124073751900
"""yx @ Ap79JvHOiZ"" calls 89",2025-10-23T17:32:16.665Z,176124073666500
"""gf @ Wi9ow9nAAo"" bets 89 and go all in",2025-10-23T17:32:15.352Z,176124073535200
"""yx @ Ap79JvHOiZ"" checks",2025-10-23T17:32:11.502Z,176124073150200
"Flop:  [7♥, 8♦, 9♥]",2025-10-23T17:32:08.584Z,176124072858400
"""yx @ Ap79JvHOiZ"" calls 17",2025-10-23T17:32:07.749Z,176124072774900
"""黄笃读 @ dA-JAVT-sT"" folds",2025-10-23T17:32:06.409Z,176124072640900
"""gf @ Wi9ow9nAAo"" raises to 17",2025-10-23T17:32:04.522Z,176124072452200
"""yx @ Ap79JvHOiZ"" raises to 5",2025-10-23T17:32:01.021Z,176124072102100
"""黄笃读 @ dA-JAVT-sT"" calls 2",2025-10-23T17:31:52.735Z,176124071273500
"""ldl @ Fyu1zC3WxZ"" folds",2025-10-23T17:31:51.587Z,176124071158700
"""gf @ Wi9ow9nAAo"" posts a big blind of 2",2025-10-23T17:31:49.968Z,176124070996807
"""yx @ Ap79JvHOiZ"" posts a small blind of 1",2025-10-23T17:31:49.968Z,176124070996806
"Player stacks: #1 ""yx @ Ap79JvHOiZ"" (1692) | #2 ""gf @ Wi9ow9nAAo"" (106) | #3 ""ldl @ Fyu1zC3WxZ"" (2002) | #7 ""黄笃读 @ dA-JAVT-sT"" (331)",2025-10-23T17:31:49.968Z,176124070996801
"-- starting hand #162 (id: 3uthjslgxqgd)  (No Limit Texas Hold'em) (dealer: ""黄笃读 @ dA-JAVT-sT"") --",2025-10-23T17:31:49.968Z,176124070996800
"""ldl @ Fyu1zC3WxZ"" shows a 7♣, 2♦.",2025-10-23T17:31:44.540Z,176124070454000
"-- ending hand #161 --",2025-10-23T17:31:43.333Z,176124070333302
"""ldl @ Fyu1zC3WxZ"" collected 7 from pot",2025-10-23T17:31:43.333Z,176124070333301
"Uncalled bet of 7 returned to ""ldl @ Fyu1zC3WxZ""",2025-10-23T17:31:43.333Z,176124070333300
"""gf @ Wi9ow9nAAo"" folds",2025-10-23T17:31:42.512Z,176124070251200
"""yx @ Ap79JvHOiZ"" folds",2025-10-23T17:31:41.202Z,176124070120200
"""黄笃读 @ dA-JAVT-sT"" folds",2025-10-23T17:31:36.833Z,176124069683300
"""ldl @ Fyu1zC3WxZ"" raises to 9",2025-10-23T17:31:35.415Z,176124069541500
"""gf @ Wi9ow9nAAo"" calls 2",2025-10-23T17:31:32.542Z,176124069254200
"""yx @ Ap79JvHOiZ"" posts a big blind of 2",2025-10-23T17:31:30.556Z,176124069055607
"""黄笃读 @ dA-JAVT-sT"" posts a small blind of 1",2025-10-23T17:31:30.556Z,176124069055606
"Player stacks: #1 ""yx @ Ap79JvHOiZ"" (1694) | #2 ""gf @ Wi9ow9nAAo"" (108) | #3 ""ldl @ Fyu1zC3WxZ"" (1997) | #7 ""黄笃读 @ dA-JAVT-sT"" (332)",2025-10-23T17:31:30.556Z,176124069055601
"-- starting hand #161 (id: flehu82nudym)  (No Limit Texas Hold'em) (dealer: ""ldl @ Fyu1zC3WxZ"") --",2025-10-23T17:31:30.556Z,176124069055600
"-- ending hand #160 --",2025-10-23T17:31:27.630Z,176124068763002
"""黄笃读 @ dA-JAVT-sT"" collected 48 from pot",2025-10-23T17:31:27.630Z,176124068763001
"Uncalled bet of 24 returned to ""黄笃读 @ dA-JAVT-sT""",2025-10-23T17:31:27.630Z,176124068763000
"""ldl @ Fyu1zC3WxZ"" folds",2025-10-23T17:31:26.793Z,176124068679300
"""黄笃读 @ dA-JAVT-sT"" bets 24",2025-10-23T17:31:24.892Z,176124068489200
"""ldl @ Fyu1zC3WxZ"" checks",2025-10-23T17:31:19.541Z,176124067954100
"River: 3♦, J♦, Q♦, 5♣ [2♠]",2025-10-23T17:31:17.626Z,176124067762600
"""ldl @ Fyu1zC3WxZ"" calls 12",2025-10-23T17:31:16.766Z,176124067676600
"""gf @ Wi9ow9nAAo"" folds",2025-10-23T17:31:15.634Z,176124067563400
"""黄笃读 @ dA-JAVT-sT"" bets 12",2025-10-23T17:31:13.777Z,176124067377700
"""ldl @ Fyu1zC3WxZ"" checks",2025-10-23T17:31:09.461Z,176124066946100
"Turn: 3♦, J♦, Q♦ [5♣]",2025-10-23T17:31:04.923Z,176124066492300
"""gf @ Wi9ow9nAAo"" checks",2025-10-23T17:31:04.103Z,176124066410300
"""黄笃读 @ dA-JAVT-sT"" checks",2025-10-23T17:31:02.933Z,176124066293300
"""ldl @ Fyu1zC3WxZ"" checks",2025-10-23T17:31:00.161Z,176124066016100
"Flop:  [3♦, J♦, Q♦]",2025-10-23T17:30:57.106Z,176124065710600
"""ldl @ Fyu1zC3WxZ"" calls 8",2025-10-23T17:30:56.275Z,176124065627500
"""gf @ Wi9ow9nAAo"" calls 8",2025-10-23T17:30:55.122Z,176124065512200
"""黄笃读 @ dA-JAVT-sT"" raises to 8",2025-10-23T17:30:52.915Z,176124065291500
"""ldl @ Fyu1zC3WxZ"" calls 2",2025-10-23T17:30:47.875Z,176124064787500
"""gf @ Wi9ow9nAAo"" calls 2",2025-10-23T17:30:44.202Z,176124064420200
"""yx @ Ap79JvHOiZ"" folds",2025-10-23T17:30:42.521Z,176124064252100
"""黄笃读 @ dA-JAVT-sT"" posts a big blind of 2",2025-10-23T17:30:39.762Z,176124063976207
"""ldl @ Fyu1zC3WxZ"" posts a small blind of 1",2025-10-23T17:30:39.762Z,176124063976206
"Player stacks: #1 ""yx @ Ap79JvHOiZ"" (1694) | #2 ""gf @ Wi9ow9nAAo"" (116) | #3 ""ldl @ Fyu1zC3WxZ"" (2017) | #7 ""黄笃读 @ dA-JAVT-sT"" (304)",2025-10-23T17:30:39.762Z,176124063976201
"-- starting hand #160 (id: b8v3ckucw05l)  (No Limit Texas Hold'em) (dealer: ""gf @ Wi9ow9nAAo"") --",2025-10-23T17:30:39.762Z,176124063976200
"-- ending hand #159 --",2025-10-23T17:30:33.699Z,176124063369903
"""gf @ Wi9ow9nAAo"" collected 44 from pot with Two Pair, 6's & 3's (combination: 6♠, 6♥, 3♦, 3♥, Q♣)",2025-10-23T17:30:33.699Z,176124063369902
"""gf @ Wi9ow9nAAo"" shows a 6♠, Q♣.",2025-10-23T17:30:33.699Z,176124063369901
"""ldl @ Fyu1zC3WxZ"" shows a 9♦, 10♣.",2025-10-23T17:30:33.699Z,176124063369900
"""gf @ Wi9ow9nAAo"" calls 13",2025-10-23T17:30:32.883Z,176124063288300
"""ldl @ Fyu1zC3WxZ"" bets 13",2025-10-23T17:30:31.298Z,176124063129800
"""gf @ Wi9ow9nAAo"" checks",2025-10-23T17:30:27.402Z,176124062740200
"River: 8♦, 3♦, 3♥, J♣ [6♥]",2025-10-23T17:30:24.747Z,176124062474700
"""gf @ Wi9ow9nAAo"" calls 6",2025-10-23T17:30:23.942Z,176124062394200
"""yx @ Ap79JvHOiZ"" folds",2025-10-23T17:30:18.740Z,176124061874000
"""ldl @ Fyu1zC3WxZ"" bets 6",2025-10-23T17:30:17.641Z,176124061764100
"""gf @ Wi9ow9nAAo"" checks",2025-10-23T17:30:12.700Z,176124061270000
"Turn: 8♦, 3♦, 3♥ [J♣]",2025-10-23T17:30:10.825Z,176124061082500
"""yx @ Ap79JvHOiZ"" checks",2025-10-23T17:30:10.005Z,176124061000500
"""ldl @ Fyu1zC3WxZ"" checks",2025-10-23T17:30:08.908Z,176124060890800
"""gf @ Wi9ow9nAAo"" checks",2025-10-23T17:30:07.761Z,176124060776100
"Flop:  [8♦, 3♦, 3♥]",2025-10-23T17:30:04.265Z,176124060426500
"""ldl @ Fyu1zC3WxZ"" checks",2025-10-23T17:30:03.421Z,176124060342100
"""gf @ Wi9ow9nAAo"" calls 2",2025-10-23T17:30:01.983Z,176124060198300
"""yx @ Ap79JvHOiZ"" calls 2",2025-10-23T17:29:58.503Z,176124059850300
"""黄笃读 @ dA-JAVT-sT"" folds",2025-10-23T17:29:57.385Z,176124059738500
"""ldl @ Fyu1zC3WxZ"" posts a big blind of 2",2025-10-23T17:29:55.039Z,176124059503907
"""gf @ Wi9ow9nAAo"" posts a small blind of 1",2025-10-23T17:29:55.039Z,176124059503906
"Player stacks: #1 ""yx @ Ap79JvHOiZ"" (1696) | #2 ""gf @ Wi9ow9nAAo"" (93) | #3 ""ldl @ Fyu1zC3WxZ"" (2038) | #7 ""黄笃读 @ dA-JAVT-sT"" (304)",2025-10-23T17:29:55.039Z,176124059503901
"-- starting hand #159 (id: zegdngjlav8j)  (No Limit Texas Hold'em) (dealer: ""yx @ Ap79JvHOiZ"") --",2025-10-23T17:29:55.039Z,176124059503900
"""yx @ Ap79JvHOiZ"" shows a 8♠, 3♠.",2025-10-23T17:29:53.711Z,176124059371100
"-- ending hand #158 --",2025-10-23T17:29:51.431Z,176124059143102
"""yx @ Ap79JvHOiZ"" collected 248 from pot",2025-10-23T17:29:51.431Z,176124059143101
"Uncalled bet of 93 returned to ""yx @ Ap79JvHOiZ""",2025-10-23T17:29:51.431Z,176124059143100
"""gf @ Wi9ow9nAAo"" folds",2025-10-23T17:29:50.621Z,176124059062100
"""yx @ Ap79JvHOiZ"" bets 93",2025-10-23T17:29:43.168Z,176124058316800
"River: J♠, 6♠, 9♠, 5♦ [K♥]",2025-10-23T17:29:38.681Z,176124057868100
"""gf @ Wi9ow9nAAo"" calls 93",2025-10-23T17:29:37.878Z,176124057787800
"""yx @ Ap79JvHOiZ"" raises to 93",2025-10-23T17:29:28.072Z,176124056807200
"""gf @ Wi9ow9nAAo"" bets 31",2025-10-23T17:29:17.690Z,176124055769000
"""yx @ Ap79JvHOiZ"" checks",2025-10-23T17:29:12.150Z,176124055215000
"Turn: J♠, 6♠, 9♠ [5♦]",2025-10-23T17:29:08.098Z,176124054809800
"""黄笃读 @ dA-JAVT-sT"" folds",2025-10-23T17:29:07.291Z,176124054729100
"""gf @ Wi9ow9nAAo"" calls 25",2025-10-23T17:29:05.943Z,176124054594300
"""yx @ Ap79JvHOiZ"" raises to 25",2025-10-23T17:29:03.303Z,176124054330300
"""黄笃读 @ dA-JAVT-sT"" calls 6",2025-10-23T17:28:54.577Z,176124053457700
"""gf @ Wi9ow9nAAo"" bets 6",2025-10-23T17:28:51.942Z,176124053194200
"""yx @ Ap79JvHOiZ"" checks",2025-10-23T17:28:46.720Z,176124052672000
"Flop:  [J♠, 6♠, 9♠]",2025-10-23T17:28:42.000Z,176124052200000
"""gf @ Wi9ow9nAAo"" checks",2025-10-23T17:28:41.190Z,176124052119000
"""yx @ Ap79JvHOiZ"" calls 2",2025-10-23T17:28:38.533Z,176124051853300
"""黄笃读 @ dA-JAVT-sT"" calls 2",2025-10-23T17:28:33.105Z,176124051310500
"""ldl @ Fyu1zC3WxZ"" folds",2025-10-23T17:28:30.704Z,176124051070400
"""gf @ Wi9ow9nAAo"" posts a big blind of 2",2025-10-23T17:28:16.716Z,176124049671607
"""yx @ Ap79JvHOiZ"" posts a small blind of 1",2025-10-23T17:28:16.716Z,176124049671606
"Player stacks: #1 ""yx @ Ap79JvHOiZ"" (1568) | #2 ""gf @ Wi9ow9nAAo"" (213) | #3 ""ldl @ Fyu1zC3WxZ"" (2038) | #7 ""黄笃读 @ dA-JAVT-sT"" (312)",2025-10-23T17:28:16.716Z,176124049671601
"-- starting hand #158 (id: mhglvpckxps5)  (No Limit Texas Hold'em) (dealer: ""黄笃读 @ dA-JAVT-sT"") --",2025-10-23T17:28:16.716Z,176124049671600
"-- ending hand #157 --",2025-10-23T17:28:10.712Z,176124049071203
"""gf @ Wi9ow9nAAo"" collected 95 from pot with Pair, A's (combination: A♦, A♣, 10♥, 8♥, 5♥)",2025-10-23T17:28:10.712Z,176124049071202
"""gf @ Wi9ow9nAAo"" shows a 4♦, A♦.",2025-10-23T17:28:10.712Z,176124049071201
"""黄笃读 @ dA-JAVT-sT"" shows a K♣, K♦.",2025-10-23T17:28:10.712Z,176124049071200
"""ldl @ Fyu1zC3WxZ"" checks",2025-10-23T17:28:09.871Z,176124048987100
"""gf @ Wi9ow9nAAo"" checks",2025-10-23T17:28:08.372Z,176124048837200
"""黄笃读 @ dA-JAVT-sT"" checks",2025-10-23T17:28:06.253Z,176124048625300
"River: 10♥, 3♦, 8♥, A♣ [5♥]",2025-10-23T17:28:03.295Z,176124048329500
"""ldl @ Fyu1zC3WxZ"" checks",2025-10-23T17:28:02.474Z,176124048247400
"""gf @ Wi9ow9nAAo"" checks",2025-10-23T17:28:01.034Z,176124048103400
"""黄笃读 @ dA-JAVT-sT"" checks",2025-10-23T17:27:58.728Z,176124047872800
"Turn: 10♥, 3♦, 8♥ [A♣]",2025-10-23T17:27:56.488Z,176124047648800
"""gf @ Wi9ow9nAAo"" calls 19",2025-10-23T17:27:55.674Z,176124047567400
"""黄笃读 @ dA-JAVT-sT"" calls 19",2025-10-23T17:27:54.240Z,176124047424000
"""ldl @ Fyu1zC3WxZ"" bets 19",2025-10-23T17:27:50.483Z,176124047048300
"""gf @ Wi9ow9nAAo"" checks",2025-10-23T17:27:46.120Z,176124046612000
"""黄笃读 @ dA-JAVT-sT"" checks",2025-10-23T17:27:42.876Z,176124046287600
"Flop:  [10♥, 3♦, 8♥]",2025-10-23T17:27:40.480Z,176124046048000
"""ldl @ Fyu1zC3WxZ"" calls 12",2025-10-23T17:27:39.653Z,176124045965300
"""gf @ Wi9ow9nAAo"" calls 12",2025-10-23T17:27:38.432Z,176124045843200
"""yx @ Ap79JvHOiZ"" folds",2025-10-23T17:27:37.263Z,176124045726300
"""黄笃读 @ dA-JAVT-sT"" raises to 12",2025-10-23T17:27:36.174Z,176124045617400
"""ldl @ Fyu1zC3WxZ"" calls 7",2025-10-23T17:27:32.815Z,176124045281500
"""gf @ Wi9ow9nAAo"" raises to 7",2025-10-23T17:27:30.552Z,176124045055200
"""yx @ Ap79JvHOiZ"" posts a big blind of 2",2025-10-23T17:27:25.908Z,176124044590807
"""黄笃读 @ dA-JAVT-sT"" posts a small blind of 1",2025-10-23T17:27:25.908Z,176124044590806
"Player stacks: #1 ""yx @ Ap79JvHOiZ"" (1570) | #2 ""gf @ Wi9ow9nAAo"" (149) | #3 ""ldl @ Fyu1zC3WxZ"" (2069) | #7 ""黄笃读 @ dA-JAVT-sT"" (343)",2025-10-23T17:27:25.908Z,176124044590801
"-- starting hand #157 (id: 2nqnqh1e7cij)  (No Limit Texas Hold'em) (dealer: ""ldl @ Fyu1zC3WxZ"") --",2025-10-23T17:27:25.908Z,176124044590800
"-- ending hand #156 --",2025-10-23T17:27:19.869Z,176124043986903
"""ldl @ Fyu1zC3WxZ"" collected 240 from pot with Pair, 10's (combination: 10♦, 10♥, J♣, 7♠, 5♠)",2025-10-23T17:27:19.869Z,176124043986902
"""ldl @ Fyu1zC3WxZ"" shows a 10♦, J♣.",2025-10-23T17:27:19.869Z,176124043986901
"""黄笃读 @ dA-JAVT-sT"" shows a 3♠, 10♠.",2025-10-23T17:27:19.869Z,176124043986900
"""ldl @ Fyu1zC3WxZ"" calls 60",2025-10-23T17:27:19.004Z,176124043900400
"""黄笃读 @ dA-JAVT-sT"" bets 60",2025-10-23T17:27:16.390Z,176124043639000
"""ldl @ Fyu1zC3WxZ"" checks",2025-10-23T17:27:13.173Z,176124043317300
"River: 5♠, 10♥, 2♦, 7♠ [4♥]",2025-10-23T17:27:10.065Z,176124043006500
"""ldl @ Fyu1zC3WxZ"" calls 30",2025-10-23T17:27:09.243Z,176124042924300
"""gf @ Wi9ow9nAAo"" folds",2025-10-23T17:27:07.999Z,176124042799900
"""黄笃读 @ dA-JAVT-sT"" bets 30",2025-10-23T17:27:05.889Z,176124042588900
"""ldl @ Fyu1zC3WxZ"" checks",2025-10-23T17:27:01.086Z,176124042108600
"Turn: 5♠, 10♥, 2♦ [7♠]",2025-10-23T17:26:59.070Z,176124041907000
"""gf @ Wi9ow9nAAo"" calls 12",2025-10-23T17:26:58.233Z,176124041823300
"""黄笃读 @ dA-JAVT-sT"" calls 12",2025-10-23T17:26:57.005Z,176124041700500
"""ldl @ Fyu1zC3WxZ"" bets 12",2025-10-23T17:26:55.480Z,176124041548000
"Flop:  [5♠, 10♥, 2♦]",2025-10-23T17:26:50.558Z,176124041055800
"""gf @ Wi9ow9nAAo"" calls 8",2025-10-23T17:26:49.693Z,176124040969300
"""黄笃读 @ dA-JAVT-sT"" calls 8",2025-10-23T17:26:48.426Z,176124040842600
"""ldl @ Fyu1zC3WxZ"" raises to 8",2025-10-23T17:26:37.989Z,176124039798900
"""gf @ Wi9ow9nAAo"" calls 2",2025-10-23T17:26:34.690Z,176124039469000
"""yx @ Ap79JvHOiZ"" folds",2025-10-23T17:26:31.373Z,176124039137300
"""黄笃读 @ dA-JAVT-sT"" posts a big blind of 2",2025-10-23T17:26:29.416Z,176124038941607
"""ldl @ Fyu1zC3WxZ"" posts a small blind of 1",2025-10-23T17:26:29.416Z,176124038941606
"Player stacks: #1 ""yx @ Ap79JvHOiZ"" (1570) | #2 ""gf @ Wi9ow9nAAo"" (169) | #3 ""ldl @ Fyu1zC3WxZ"" (1939) | #7 ""黄笃读 @ dA-JAVT-sT"" (453)",2025-10-23T17:26:29.416Z,176124038941601
"-- starting hand #156 (id: 59jrt5are1vy)  (No Limit Texas Hold'em) (dealer: ""gf @ Wi9ow9nAAo"") --",2025-10-23T17:26:29.416Z,176124038941600
"""黄笃读 @ dA-JAVT-sT"" shows a 4♣.",2025-10-23T17:26:27.808Z,176124038780800
"-- ending hand #155 --",2025-10-23T17:26:25.786Z,176124038578602
"""黄笃读 @ dA-JAVT-sT"" collected 211 from pot",2025-10-23T17:26:25.786Z,176124038578601
"Uncalled bet of 105 returned to ""黄笃读 @ dA-JAVT-sT""",2025-10-23T17:26:25.786Z,176124038578600
"""yx @ Ap79JvHOiZ"" folds",2025-10-23T17:26:24.976Z,176124038497600
"""黄笃读 @ dA-JAVT-sT"" bets 105",2025-10-23T17:26:08.976Z,176124036897600
"River: 6♦, J♣, 4♦, 4♥ [2♣]",2025-10-23T17:26:04.394Z,176124036439400
"""yx @ Ap79JvHOiZ"" calls 70",2025-10-23T17:26:03.557Z,176124036355700
"""黄笃读 @ dA-JAVT-sT"" raises to 70",2025-10-23T17:25:59.247Z,176124035924700
"""gf @ Wi9ow9nAAo"" folds",2025-10-23T17:25:54.490Z,176124035449000
"""yx @ Ap79JvHOiZ"" bets 35",2025-10-23T17:25:49.622Z,176124034962200
"""黄笃读 @ dA-JAVT-sT"" checks",2025-10-23T17:25:45.426Z,176124034542600
"""gf @ Wi9ow9nAAo"" checks",2025-10-23T17:25:42.787Z,176124034278700
"Turn: 6♦, J♣, 4♦ [4♥]",2025-10-23T17:25:40.640Z,176124034064000
"""黄笃读 @ dA-JAVT-sT"" calls 16",2025-10-23T17:25:39.836Z,176124033983600
"""gf @ Wi9ow9nAAo"" calls 16",2025-10-23T17:25:37.828Z,176124033782800
"""yx @ Ap79JvHOiZ"" raises to 16",2025-10-23T17:25:35.523Z,176124033552300
"""黄笃读 @ dA-JAVT-sT"" calls 2",2025-10-23T17:25:30.383Z,176124033038300
"""gf @ Wi9ow9nAAo"" bets 2",2025-10-23T17:25:27.574Z,176124032757400
"Flop:  [6♦, J♣, 4♦]",2025-10-23T17:25:20.023Z,176124032002300
"""黄笃读 @ dA-JAVT-sT"" calls 7",2025-10-23T17:25:19.115Z,176124031911500
"""ldl @ Fyu1zC3WxZ"" folds",2025-10-23T17:25:17.996Z,176124031799600
"""gf @ Wi9ow9nAAo"" calls 7",2025-10-23T17:25:14.032Z,176124031403200
"""yx @ Ap79JvHOiZ"" raises to 7",2025-10-23T17:25:12.295Z,176124031229500
"""黄笃读 @ dA-JAVT-sT"" calls 2",2025-10-23T17:25:08.485Z,176124030848500
"""ldl @ Fyu1zC3WxZ"" posts a big blind of 2",2025-10-23T17:25:02.606Z,176124030260607
"""gf @ Wi9ow9nAAo"" posts a small blind of 1",2025-10-23T17:25:02.606Z,176124030260606
"Player stacks: #1 ""yx @ Ap79JvHOiZ"" (1663) | #2 ""gf @ Wi9ow9nAAo"" (192) | #3 ""ldl @ Fyu1zC3WxZ"" (1941) | #7 ""黄笃读 @ dA-JAVT-sT"" (335)",2025-10-23T17:25:02.606Z,176124030260601
"-- starting hand #155 (id: gtjy2ands0ko)  (No Limit Texas Hold'em) (dealer: ""yx @ Ap79JvHOiZ"") --",2025-10-23T17:25:02.606Z,176124030260600
"-- ending hand #154 --",2025-10-23T17:24:56.631Z,176124029663102
"""黄笃读 @ dA-JAVT-sT"" collected 24 from pot",2025-10-23T17:24:56.631Z,176124029663101
"Uncalled bet of 8 returned to ""黄笃读 @ dA-JAVT-sT""",2025-10-23T17:24:56.631Z,176124029663100
"""gf @ Wi9ow9nAAo"" folds",2025-10-23T17:24:55.773Z,176124029577300
"""yx @ Ap79JvHOiZ"" folds",2025-10-23T17:24:54.454Z,176124029445400
"""黄笃读 @ dA-JAVT-sT"" bets 8",2025-10-23T17:24:52.679Z,176124029267900
"""gf @ Wi9ow9nAAo"" checks",2025-10-23T17:24:49.869Z,176124028986900
"""yx @ Ap79JvHOiZ"" checks",2025-10-23T17:24:48.350Z,176124028835000
"Flop:  [J♣, 8♠, J♠]",2025-10-23T17:24:44.937Z,176124028493700
"""yx @ Ap79JvHOiZ"" calls 8",2025-10-23T17:24:44.051Z,176124028405100
"""黄笃读 @ dA-JAVT-sT"" calls 8",2025-10-23T17:24:42.119Z,176124028211900
"""gf @ Wi9ow9nAAo"" raises to 8",2025-10-23T17:24:40.225Z,176124028022500
"""yx @ Ap79JvHOiZ"" calls 2",2025-10-23T17:24:34.198Z,176124027419800
"""黄笃读 @ dA-JAVT-sT"" calls 2",2025-10-23T17:24:33.108Z,176124027310800
"""ldl @ Fyu1zC3WxZ"" folds",2025-10-23T17:24:31.969Z,176124027196900
"""gf @ Wi9ow9nAAo"" posts a big blind of 2",2025-10-23T17:24:28.739Z,176124026873907
