entry,at,order
"-- ending hand #147 --",2025-10-31T17:05:20.918Z,176193032091802
"""xx @ 67byzK7ng-"" collected 37 from pot",2025-10-31T17:05:20.918Z,176193032091801
"Uncalled bet of 27 returned to ""xx @ 67byzK7ng-""",2025-10-31T17:05:20.918Z,176193032091800
"""vzzz @ NHZFCu6_3E"" folds",2025-10-31T17:05:20.106Z,176193032010600
"""xx @ 67byzK7ng-"" bets 27",2025-10-31T17:05:17.876Z,176193031787600
"River: 6♠, J♥, K♥, 3♠ [6♥]",2025-10-31T17:05:12.316Z,176193031231600
"""vzzz @ NHZFCu6_3E"" checks",2025-10-31T17:05:11.487Z,176193031148700
"""xx @ 67byzK7ng-"" checks",2025-10-31T17:05:02.622Z,176193030262200
"Turn: 6♠, J♥, K♥ [3♠]",2025-10-31T17:04:58.331Z,176193029833100
"""xx @ 67byzK7ng-"" calls 9",2025-10-31T17:04:57.510Z,176193029751000
"""vzzz @ NHZFCu6_3E"" bets 9",2025-10-31T17:04:55.821Z,176193029582100
"""xx @ 67byzK7ng-"" checks",2025-10-31T17:04:48.939Z,176193028893900
"Flop:  [6♠, J♥, K♥]",2025-10-31T17:04:45.253Z,176193028525300
"""xx @ 67byzK7ng-"" calls 8",2025-10-31T17:04:44.438Z,176193028443800
"""lyx @ e6zr8eCYWY"" folds",2025-10-31T17:04:38.523Z,176193027852300
"""黄笃读3 @ -mSMv4AfBw"" folds",2025-10-31T17:04:37.210Z,176193027721000
"""nicky @ ZrJaml_e4F"" folds",2025-10-31T17:04:36.321Z,176193027632100
"""jx @ 8YBiAEphlS"" folds",2025-10-31T17:04:33.582Z,176193027358200
"""vzzz @ NHZFCu6_3E"" raises to 8",2025-10-31T17:04:32.470Z,176193027247000
"""ldl @ Fyu1zC3WxZ"" folds",2025-10-31T17:04:27.314Z,176193026731400
"""xx @ 67byzK7ng-"" calls 2",2025-10-31T17:04:26.126Z,176193026612600
"""lyx @ e6zr8eCYWY"" posts a big blind of 2",2025-10-31T17:04:08.021Z,176193024802110
"""黄笃读3 @ -mSMv4AfBw"" posts a small blind of 1",2025-10-31T17:04:08.021Z,176193024802109
"Player stacks: #1 ""lyx @ e6zr8eCYWY"" (439) | #2 ""xx @ 67byzK7ng-"" (479) | #3 ""ldl @ Fyu1zC3WxZ"" (373) | #5 ""vzzz @ NHZFCu6_3E"" (546) | #7 ""jx @ 8YBiAEphlS"" (237) | #8 ""nicky @ ZrJaml_e4F"" (84) | #9 ""黄笃读3 @ -mSMv4AfBw"" (206)",2025-10-31T17:04:08.021Z,176193024802101
"-- starting hand #147 (id: zhcbradcynws)  (No Limit Texas Hold'em) (dealer: ""nicky @ ZrJaml_e4F"") --",2025-10-31T17:04:08.021Z,176193024802100
"-- ending hand #146 --",2025-10-31T17:04:02.090Z,176193024209002
"""jx @ 8YBiAEphlS"" collected 20 from pot",2025-10-31T17:04:02.090Z,176193024209001
"Uncalled bet of 10 returned to ""jx @ 8YBiAEphlS""",2025-10-31T17:04:02.090Z,176193024209000
"""nicky @ ZrJaml_e4F"" folds",2025-10-31T17:04:01.245Z,176193024124500
"""jx @ 8YBiAEphlS"" bets 10",2025-10-31T17:03:59.674Z,176193023967400
"""nicky @ ZrJaml_e4F"" checks",2025-10-31T17:03:55.141Z,176193023514100
"Flop:  [4♦, 2♠, 3♥]",2025-10-31T17:03:53.220Z,176193023322000
"""黄笃读3 @ -mSMv4AfBw"" folds",2025-10-31T17:03:52.408Z,176193023240800
"""nicky @ ZrJaml_e4F"" calls 9",2025-10-31T17:03:51.183Z,176193023118300
"""jx @ 8YBiAEphlS"" raises to 9",2025-10-31T17:03:49.541Z,176193022954100
"""vzzz @ NHZFCu6_3E"" folds",2025-10-31T17:03:45.095Z,176193022509500
"""ldl @ Fyu1zC3WxZ"" folds",2025-10-31T17:03:44.013Z,176193022401300
"""xx @ 67byzK7ng-"" folds",2025-10-31T17:03:42.785Z,176193022278500
"""lyx @ e6zr8eCYWY"" folds",2025-10-31T17:03:41.584Z,176193022158400
"""黄笃读3 @ -mSMv4AfBw"" posts a big blind of 2",2025-10-31T17:03:39.123Z,176193021912310
"""nicky @ ZrJaml_e4F"" posts a small blind of 1",2025-10-31T17:03:39.123Z,176193021912309
"Player stacks: #1 ""lyx @ e6zr8eCYWY"" (439) | #2 ""xx @ 67byzK7ng-"" (479) | #3 ""ldl @ Fyu1zC3WxZ"" (373) | #5 ""vzzz @ NHZFCu6_3E"" (546) | #7 ""jx @ 8YBiAEphlS"" (226) | #8 ""nicky @ ZrJaml_e4F"" (93) | #9 ""黄笃读3 @ -mSMv4AfBw"" (208)",2025-10-31T17:03:39.123Z,176193021912301
"-- starting hand #146 (id: 2ihfunffmaou)  (No Limit Texas Hold'em) (dealer: ""jx @ 8YBiAEphlS"") --",2025-10-31T17:03:39.123Z,176193021912300
"-- ending hand #145 --",2025-10-31T17:03:36.216Z,176193021621602
"""jx @ 8YBiAEphlS"" collected 56 from pot",2025-10-31T17:03:36.216Z,176193021621601
"Uncalled bet of 38 returned to ""jx @ 8YBiAEphlS""",2025-10-31T17:03:36.216Z,176193021621600
"""ldl @ Fyu1zC3WxZ"" folds",2025-10-31T17:03:35.386Z,176193021538600
"""jx @ 8YBiAEphlS"" bets 38",2025-10-31T17:03:30.463Z,176193021046300
"River: 6♣, 4♠, 7♦, Q♠ [10♥]",2025-10-31T17:03:21.206Z,176193020120600
"""ldl @ Fyu1zC3WxZ"" calls 13",2025-10-31T17:03:20.401Z,176193020040100
"""jx @ 8YBiAEphlS"" bets 13",2025-10-31T17:03:17.310Z,176193019731000
"Turn: 6♣, 4♠, 7♦ [Q♠]",2025-10-31T17:03:10.602Z,176193019060200
"""xx @ 67byzK7ng-"" folds",2025-10-31T17:03:09.791Z,176193018979100
"""lyx @ e6zr8eCYWY"" folds",2025-10-31T17:03:08.613Z,176193018861300
"""黄笃读3 @ -mSMv4AfBw"" folds",2025-10-31T17:03:07.282Z,176193018728200
"""nicky @ ZrJaml_e4F"" folds",2025-10-31T17:03:06.176Z,176193018617600
"""jx @ 8YBiAEphlS"" calls 9",2025-10-31T17:03:02.098Z,176193018209800
"""ldl @ Fyu1zC3WxZ"" bets 9",2025-10-31T17:02:58.087Z,176193017808700
"""xx @ 67byzK7ng-"" checks",2025-10-31T17:02:54.452Z,176193017445200
"""lyx @ e6zr8eCYWY"" checks",2025-10-31T17:02:52.809Z,176193017280900
"""黄笃读3 @ -mSMv4AfBw"" checks",2025-10-31T17:02:51.544Z,176193017154400
"""nicky @ ZrJaml_e4F"" checks",2025-10-31T17:02:49.653Z,176193016965300
"""jx @ 8YBiAEphlS"" checks",2025-10-31T17:02:46.992Z,176193016699200
"Flop:  [6♣, 4♠, 7♦]",2025-10-31T17:02:42.455Z,176193016245500
"""nicky @ ZrJaml_e4F"" checks",2025-10-31T17:02:41.643Z,176193016164300
"""jx @ 8YBiAEphlS"" calls 2",2025-10-31T17:02:40.559Z,176193016055900
"""vzzz @ NHZFCu6_3E"" folds",2025-10-31T17:02:37.923Z,176193015792300
"""ldl @ Fyu1zC3WxZ"" calls 2",2025-10-31T17:02:36.839Z,176193015683900
"""xx @ 67byzK7ng-"" calls 2",2025-10-31T17:02:35.698Z,176193015569800
"""lyx @ e6zr8eCYWY"" calls 2",2025-10-31T17:02:33.086Z,176193015308600
"""黄笃读3 @ -mSMv4AfBw"" calls 2",2025-10-31T17:02:29.174Z,176193014917400
"""nicky @ ZrJaml_e4F"" posts a big blind of 2",2025-10-31T17:02:26.207Z,176193014620710
"""jx @ 8YBiAEphlS"" posts a small blind of 1",2025-10-31T17:02:26.207Z,176193014620709
"Player stacks: #1 ""lyx @ e6zr8eCYWY"" (441) | #2 ""xx @ 67byzK7ng-"" (481) | #3 ""ldl @ Fyu1zC3WxZ"" (397) | #5 ""vzzz @ NHZFCu6_3E"" (546) | #7 ""jx @ 8YBiAEphlS"" (194) | #8 ""nicky @ ZrJaml_e4F"" (95) | #9 ""黄笃读3 @ -mSMv4AfBw"" (210)",2025-10-31T17:02:26.207Z,176193014620701
"-- starting hand #145 (id: eqbfrsrnubzq)  (No Limit Texas Hold'em) (dealer: ""vzzz @ NHZFCu6_3E"") --",2025-10-31T17:02:26.207Z,176193014620700
"-- ending hand #144 --",2025-10-31T17:02:20.302Z,176193014030202
"""ldl @ Fyu1zC3WxZ"" collected 71 from pot",2025-10-31T17:02:20.302Z,176193014030201
"Uncalled bet of 35 returned to ""ldl @ Fyu1zC3WxZ""",2025-10-31T17:02:20.302Z,176193014030200
"""lyx @ e6zr8eCYWY"" folds",2025-10-31T17:02:19.462Z,176193013946200
"""ldl @ Fyu1zC3WxZ"" bets 35",2025-10-31T17:02:16.828Z,176193013682800
"""lyx @ e6zr8eCYWY"" checks",2025-10-31T17:02:12.176Z,176193013217600
"Flop:  [5♦, 8♣, Q♠]",2025-10-31T17:02:09.910Z,176193012991000
"""lyx @ e6zr8eCYWY"" calls 33",2025-10-31T17:02:09.106Z,176193012910600
"""黄笃读3 @ -mSMv4AfBw"" folds",2025-10-31T17:01:53.542Z,176193011354200
"""jx @ 8YBiAEphlS"" folds",2025-10-31T17:01:52.508Z,176193011250800
"""vzzz @ NHZFCu6_3E"" folds",2025-10-31T17:01:51.295Z,176193011129500
"""ldl @ Fyu1zC3WxZ"" raises to 33",2025-10-31T17:01:47.757Z,176193010775700
"""xx @ 67byzK7ng-"" folds",2025-10-31T17:01:43.002Z,176193010300200
"""lyx @ e6zr8eCYWY"" raises to 12",2025-10-31T17:01:41.813Z,176193010181300
"""黄笃读3 @ -mSMv4AfBw"" calls 2",2025-10-31T17:01:37.628Z,176193009762800
"""nicky @ ZrJaml_e4F"" folds",2025-10-31T17:01:36.576Z,176193009657600
"""jx @ 8YBiAEphlS"" posts a big blind of 2",2025-10-31T17:01:34.072Z,176193009407210
"""vzzz @ NHZFCu6_3E"" posts a small blind of 1",2025-10-31T17:01:34.072Z,176193009407209
"Player stacks: #1 ""lyx @ e6zr8eCYWY"" (474) | #2 ""xx @ 67byzK7ng-"" (481) | #3 ""ldl @ Fyu1zC3WxZ"" (359) | #5 ""vzzz @ NHZFCu6_3E"" (547) | #7 ""jx @ 8YBiAEphlS"" (196) | #8 ""nicky @ ZrJaml_e4F"" (95) | #9 ""黄笃读3 @ -mSMv4AfBw"" (212)",2025-10-31T17:01:34.072Z,176193009407201
"-- starting hand #144 (id: ncpg3lqsf1kp)  (No Limit Texas Hold'em) (dealer: ""ldl @ Fyu1zC3WxZ"") --",2025-10-31T17:01:34.072Z,176193009407200
"""nicky @ ZrJaml_e4F"" shows a 10♦.",2025-10-31T17:01:28.741Z,176193008874100
"-- ending hand #143 --",2025-10-31T17:01:27.469Z,176193008746902
"""xx @ 67byzK7ng-"" collected 6 from pot",2025-10-31T17:01:27.469Z,176193008746901
"Uncalled bet of 4 returned to ""xx @ 67byzK7ng-""",2025-10-31T17:01:27.469Z,176193008746900
"""vzzz @ NHZFCu6_3E"" folds",2025-10-31T17:01:26.648Z,176193008664800
"""ldl @ Fyu1zC3WxZ"" folds",2025-10-31T17:01:25.568Z,176193008556800
"""xx @ 67byzK7ng-"" bets 4",2025-10-31T17:01:23.212Z,176193008321200
"""vzzz @ NHZFCu6_3E"" checks",2025-10-31T17:01:17.988Z,176193007798800
"""ldl @ Fyu1zC3WxZ"" checks",2025-10-31T17:01:15.945Z,176193007594500
"Flop:  [10♣, 10♠, 4♣]",2025-10-31T17:01:14.064Z,176193007406400
"""vzzz @ NHZFCu6_3E"" checks",2025-10-31T17:01:13.187Z,176193007318700
"""ldl @ Fyu1zC3WxZ"" calls 2",2025-10-31T17:01:07.391Z,176193006739100
"""xx @ 67byzK7ng-"" calls 2",2025-10-31T17:01:04.532Z,176193006453200
"""lyx @ e6zr8eCYWY"" folds",2025-10-31T17:01:02.982Z,176193006298200
"""黄笃读3 @ -mSMv4AfBw"" folds",2025-10-31T17:01:01.199Z,176193006119900
"""nicky @ ZrJaml_e4F"" folds",2025-10-31T17:01:00.160Z,176193006016000
"""jx @ 8YBiAEphlS"" folds",2025-10-31T17:00:59.035Z,176193005903500
"""vzzz @ NHZFCu6_3E"" posts a big blind of 2",2025-10-31T17:00:56.312Z,176193005631210
"""ldl @ Fyu1zC3WxZ"" posts a small blind of 1",2025-10-31T17:00:56.312Z,176193005631209
"Player stacks: #1 ""lyx @ e6zr8eCYWY"" (474) | #2 ""xx @ 67byzK7ng-"" (477) | #3 ""ldl @ Fyu1zC3WxZ"" (361) | #5 ""vzzz @ NHZFCu6_3E"" (549) | #7 ""jx @ 8YBiAEphlS"" (196) | #8 ""nicky @ ZrJaml_e4F"" (95) | #9 ""黄笃读3 @ -mSMv4AfBw"" (212)",2025-10-31T17:00:56.312Z,176193005631201
"-- starting hand #143 (id: hflkrvpdodir)  (No Limit Texas Hold'em) (dealer: ""xx @ 67byzK7ng-"") --",2025-10-31T17:00:56.312Z,176193005631200
"-- ending hand #142 --",2025-10-31T17:00:53.383Z,176193005338302
"""ldl @ Fyu1zC3WxZ"" collected 100 from pot",2025-10-31T17:00:53.383Z,176193005338301
"Uncalled bet of 50 returned to ""ldl @ Fyu1zC3WxZ""",2025-10-31T17:00:53.383Z,176193005338300
"""lyx @ e6zr8eCYWY"" folds",2025-10-31T17:00:52.550Z,176193005255000
"""ldl @ Fyu1zC3WxZ"" bets 50",2025-10-31T17:00:51.083Z,176193005108300
"River: 8♦, J♥, 8♥, 2♣ [2♠]",2025-10-31T17:00:46.576Z,176193004657600
"""lyx @ e6zr8eCYWY"" checks",2025-10-31T17:00:45.771Z,176193004577100
"""ldl @ Fyu1zC3WxZ"" checks",2025-10-31T17:00:43.940Z,176193004394000
"Turn: 8♦, J♥, 8♥ [2♣]",2025-10-31T17:00:39.697Z,176193003969700
"""xx @ 67byzK7ng-"" folds",2025-10-31T17:00:38.872Z,176193003887200
"""lyx @ e6zr8eCYWY"" calls 30",2025-10-31T17:00:34.850Z,176193003485000
"""nicky @ ZrJaml_e4F"" folds",2025-10-31T17:00:31.860Z,176193003186000
"""ldl @ Fyu1zC3WxZ"" bets 30",2025-10-31T17:00:30.029Z,176193003002900
"""xx @ 67byzK7ng-"" checks",2025-10-31T17:00:25.591Z,176193002559100
"Flop:  [8♦, J♥, 8♥]",2025-10-31T17:00:21.953Z,176193002195300
"""xx @ 67byzK7ng-"" calls 10",2025-10-31T17:00:21.091Z,176193002109100
"""lyx @ e6zr8eCYWY"" calls 10",2025-10-31T17:00:18.320Z,176193001832000
"""nicky @ ZrJaml_e4F"" calls 10",2025-10-31T17:00:12.157Z,176193001215700
"""ldl @ Fyu1zC3WxZ"" raises to 10",2025-10-31T17:00:10.300Z,176193001030000
"""xx @ 67byzK7ng-"" calls 2",2025-10-31T17:00:07.466Z,176193000746600
"""lyx @ e6zr8eCYWY"" calls 2",2025-10-31T17:00:05.911Z,176193000591100
"""黄笃读3 @ -mSMv4AfBw"" folds",2025-10-31T17:00:02.952Z,176193000295200
"""nicky @ ZrJaml_e4F"" calls 2",2025-10-31T17:00:01.622Z,176193000162200
"""jx @ 8YBiAEphlS"" folds",2025-10-31T16:59:58.999Z,176192999899900
"""vzzz @ NHZFCu6_3E"" folds",2025-10-31T16:59:57.881Z,176192999788100
"""ldl @ Fyu1zC3WxZ"" posts a big blind of 2",2025-10-31T16:59:55.916Z,176192999591610
"""xx @ 67byzK7ng-"" posts a small blind of 1",2025-10-31T16:59:55.916Z,176192999591609
"Player stacks: #1 ""lyx @ e6zr8eCYWY"" (514) | #2 ""xx @ 67byzK7ng-"" (487) | #3 ""ldl @ Fyu1zC3WxZ"" (301) | #5 ""vzzz @ NHZFCu6_3E"" (549) | #7 ""jx @ 8YBiAEphlS"" (196) | #8 ""nicky @ ZrJaml_e4F"" (105) | #9 ""黄笃读3 @ -mSMv4AfBw"" (212)",2025-10-31T16:59:55.916Z,176192999591601
"-- starting hand #142 (id: 0cmkijxn46at)  (No Limit Texas Hold'em) (dealer: ""lyx @ e6zr8eCYWY"") --",2025-10-31T16:59:55.916Z,176192999591600
"-- ending hand #141 --",2025-10-31T16:59:49.962Z,176192998996202
"""jx @ 8YBiAEphlS"" collected 5 from pot",2025-10-31T16:59:49.962Z,176192998996201
"Uncalled bet of 9 returned to ""jx @ 8YBiAEphlS""",2025-10-31T16:59:49.962Z,176192998996200
"""xx @ 67byzK7ng-"" folds",2025-10-31T16:59:49.115Z,176192998911500
"""lyx @ e6zr8eCYWY"" folds",2025-10-31T16:59:47.610Z,176192998761000
"""黄笃读3 @ -mSMv4AfBw"" folds",2025-10-31T16:59:42.317Z,176192998231700
"""nicky @ ZrJaml_e4F"" folds",2025-10-31T16:59:37.204Z,176192997720400
"""jx @ 8YBiAEphlS"" raises to 11",2025-10-31T16:59:35.647Z,176192997564700
"""vzzz @ NHZFCu6_3E"" folds",2025-10-31T16:59:29.503Z,176192996950300
"""ldl @ Fyu1zC3WxZ"" folds",2025-10-31T16:59:27.932Z,176192996793200
"""xx @ 67byzK7ng-"" posts a big blind of 2",2025-10-31T16:59:25.585Z,176192996558510
"""lyx @ e6zr8eCYWY"" posts a small blind of 1",2025-10-31T16:59:25.585Z,176192996558509
"Player stacks: #1 ""lyx @ e6zr8eCYWY"" (515) | #2 ""xx @ 67byzK7ng-"" (489) | #3 ""ldl @ Fyu1zC3WxZ"" (301) | #5 ""vzzz @ NHZFCu6_3E"" (549) | #7 ""jx @ 8YBiAEphlS"" (193) | #8 ""nicky @ ZrJaml_e4F"" (105) | #9 ""黄笃读3 @ -mSMv4AfBw"" (212)",2025-10-31T16:59:25.585Z,176192996558501
"-- starting hand #141 (id: hxw1hq7ldfs6)  (No Limit Texas Hold'em) (dealer: ""黄笃读3 @ -mSMv4AfBw"") --",2025-10-31T16:59:25.585Z,176192996558500
"-- ending hand #140 --",2025-10-31T16:59:22.581Z,176192996258101
"""nicky @ ZrJaml_e4F"" collected 105 from pot with Pair, A's (combination: A♣, A♦, K♣, J♦, 8♦)",2025-10-31T16:59:22.581Z,176192996258100
"River: 3♠, 8♦, K♣, 7♠ [J♦]",2025-10-31T16:59:18.534Z,176192995853400
"Turn: 3♠, 8♦, K♣ [7♠]",2025-10-31T16:59:14.528Z,176192995452800
"Flop:  [3♠, 8♦, K♣]",2025-10-31T16:59:10.526Z,176192995052600
"""nicky @ ZrJaml_e4F"" shows a A♣, A♦.",2025-10-31T16:59:06.473Z,176192994647301
"""vzzz @ NHZFCu6_3E"" shows a A♥, K♥.",2025-10-31T16:59:06.473Z,176192994647300
"""vzzz @ NHZFCu6_3E"" calls 51",2025-10-31T16:59:05.635Z,176192994563500
"""lyx @ e6zr8eCYWY"" folds",2025-10-31T16:59:03.467Z,176192994346700
"""黄笃读3 @ -mSMv4AfBw"" folds",2025-10-31T16:59:02.129Z,176192994212900
"""nicky @ ZrJaml_e4F"" raises to 51 and go all in",2025-10-31T16:59:00.875Z,176192994087500
"""jx @ 8YBiAEphlS"" folds",2025-10-31T16:58:55.413Z,176192993541300
"""vzzz @ NHZFCu6_3E"" raises to 6",2025-10-31T16:58:54.159Z,176192993415900
"""ldl @ Fyu1zC3WxZ"" folds",2025-10-31T16:58:49.905Z,176192992990500
"""xx @ 67byzK7ng-"" folds",2025-10-31T16:58:48.705Z,176192992870500
"""lyx @ e6zr8eCYWY"" posts a big blind of 2",2025-10-31T16:58:45.486Z,176192992548610
"""黄笃读3 @ -mSMv4AfBw"" posts a small blind of 1",2025-10-31T16:58:45.486Z,176192992548609
"Player stacks: #1 ""lyx @ e6zr8eCYWY"" (517) | #2 ""xx @ 67byzK7ng-"" (489) | #3 ""ldl @ Fyu1zC3WxZ"" (301) | #5 ""vzzz @ NHZFCu6_3E"" (600) | #7 ""jx @ 8YBiAEphlS"" (193) | #8 ""nicky @ ZrJaml_e4F"" (51) | #9 ""黄笃读3 @ -mSMv4AfBw"" (213)",2025-10-31T16:58:45.486Z,176192992548601
"-- starting hand #140 (id: zghu8gql5yx6)  (No Limit Texas Hold'em) (dealer: ""nicky @ ZrJaml_e4F"") --",2025-10-31T16:58:45.486Z,176192992548600
"-- ending hand #139 --",2025-10-31T16:58:42.559Z,176192992255902
"""黄笃读3 @ -mSMv4AfBw"" collected 44 from pot",2025-10-31T16:58:42.559Z,176192992255901
"Uncalled bet of 22 returned to ""黄笃读3 @ -mSMv4AfBw""",2025-10-31T16:58:42.559Z,176192992255900
"""xx @ 67byzK7ng-"" folds",2025-10-31T16:58:41.713Z,176192992171300
"""黄笃读3 @ -mSMv4AfBw"" bets 22",2025-10-31T16:58:38.694Z,176192991869400
"River: K♠, 7♦, 3♣, 3♠ [3♦]",2025-10-31T16:58:31.580Z,176192991158000
"""xx @ 67byzK7ng-"" checks",2025-10-31T16:58:30.764Z,176192991076400
"""黄笃读3 @ -mSMv4AfBw"" checks",2025-10-31T16:58:27.405Z,176192990740500
"Turn: K♠, 7♦, 3♣ [3♠]",2025-10-31T16:58:19.893Z,176192989989300
"""黄笃读3 @ -mSMv4AfBw"" calls 11",2025-10-31T16:58:19.057Z,176192989905700
"""ldl @ Fyu1zC3WxZ"" folds",2025-10-31T16:58:16.911Z,176192989691100
"""xx @ 67byzK7ng-"" bets 11",2025-10-31T16:58:11.855Z,176192989185500
"""黄笃读3 @ -mSMv4AfBw"" checks",2025-10-31T16:58:07.956Z,176192988795600
"Flop:  [K♠, 7♦, 3♣]",2025-10-31T16:58:05.426Z,176192988542600
"""黄笃读3 @ -mSMv4AfBw"" calls 7",2025-10-31T16:58:04.608Z,176192988460800
"""nicky @ ZrJaml_e4F"" folds",2025-10-31T16:57:57.872Z,176192987787200
"""jx @ 8YBiAEphlS"" folds",2025-10-31T16:57:55.042Z,176192987504200
"""vzzz @ NHZFCu6_3E"" folds",2025-10-31T16:57:53.694Z,176192987369400
"""ldl @ Fyu1zC3WxZ"" calls 7",2025-10-31T16:57:52.596Z,176192987259600
"""xx @ 67byzK7ng-"" raises to 7",2025-10-31T16:57:50.578Z,176192987057800
"""lyx @ e6zr8eCYWY"" folds",2025-10-31T16:57:44.686Z,176192986468600
"""黄笃读3 @ -mSMv4AfBw"" posts a big blind of 2",2025-10-31T16:57:39.083Z,176192985908310
"""nicky @ ZrJaml_e4F"" posts a small blind of 1",2025-10-31T16:57:39.083Z,176192985908309
"Player stacks: #1 ""lyx @ e6zr8eCYWY"" (517) | #2 ""xx @ 67byzK7ng-"" (507) | #3 ""ldl @ Fyu1zC3WxZ"" (308) | #5 ""vzzz @ NHZFCu6_3E"" (600) | #7 ""jx @ 8YBiAEphlS"" (193) | #8 ""nicky @ ZrJaml_e4F"" (52) | #9 ""黄笃读3 @ -mSMv4AfBw"" (187)",2025-10-31T16:57:39.083Z,176192985908301
"-- starting hand #139 (id: pby2c2c9pc3o)  (No Limit Texas Hold'em) (dealer: ""jx @ 8YBiAEphlS"") --",2025-10-31T16:57:39.083Z,176192985908300
"-- ending hand #138 --",2025-10-31T16:57:33.158Z,176192985315802
"""vzzz @ NHZFCu6_3E"" collected 60 from pot",2025-10-31T16:57:33.158Z,176192985315801
"Uncalled bet of 30 returned to ""vzzz @ NHZFCu6_3E""",2025-10-31T16:57:33.158Z,176192985315800
"""ldl @ Fyu1zC3WxZ"" folds",2025-10-31T16:57:32.327Z,176192985232700
"""vzzz @ NHZFCu6_3E"" bets 30",2025-10-31T16:57:17.048Z,176192983704800
"""ldl @ Fyu1zC3WxZ"" checks",2025-10-31T16:57:07.553Z,176192982755300
"Turn: K♣, 9♦, 5♠ [7♣]",2025-10-31T16:57:04.791Z,176192982479100
"""xx @ 67byzK7ng-"" folds",2025-10-31T16:57:03.938Z,176192982393800
"""vzzz @ NHZFCu6_3E"" calls 15",2025-10-31T16:57:02.741Z,176192982274100
"""ldl @ Fyu1zC3WxZ"" bets 15",2025-10-31T16:56:58.503Z,176192981850300
"""xx @ 67byzK7ng-"" checks",2025-10-31T16:56:55.222Z,176192981522200
"Flop:  [K♣, 9♦, 5♠]",2025-10-31T16:56:51.198Z,176192981119800
"""xx @ 67byzK7ng-"" calls 9",2025-10-31T16:56:50.388Z,176192981038800
