entry,at,order
"Player stacks: #1 ""gf @ CF96PlUCpo"" (1129) | #2 ""ldl @ Fyu1zC3WxZ"" (564) | #3 ""黄笃读2 @ sdnzYfvBuE"" (489) | #4 ""xx @ 67byzK7ng-"" (282) | #7 ""摩托车 @ 1Dc32wQ1Fs"" (549) | #9 ""yx @ Ap79JvHOiZ"" (905)",2025-10-22T17:59:32.925Z,176115597292501
"-- starting hand #184 (id: rniblgolhipp)  (No Limit Texas Hold'em) (dealer: ""yx @ Ap79JvHOiZ"") --",2025-10-22T17:59:32.925Z,176115597292500
"-- ending hand #183 --",2025-10-22T17:59:26.915Z,176115596691502
"""黄笃读2 @ sdnzYfvBuE"" collected 408 from pot with Two Pair, 10's & 7's (combination: 10♣, 10♦, 7♦, 7♣, K♦)",2025-10-22T17:59:26.915Z,176115596691501
"""黄笃读2 @ sdnzYfvBuE"" shows a 10♣, 7♦.",2025-10-22T17:59:26.915Z,176115596691500
"""ldl @ Fyu1zC3WxZ"" calls 102",2025-10-22T17:59:26.091Z,176115596609100
"""黄笃读2 @ sdnzYfvBuE"" bets 102",2025-10-22T17:59:21.241Z,176115596124100
"""ldl @ Fyu1zC3WxZ"" checks",2025-10-22T17:59:13.849Z,176115595384900
"River: 4♠, K♦, 10♦, 7♣ [2♦]",2025-10-22T17:59:11.585Z,176115595158500
"""yx @ Ap79JvHOiZ"" folds",2025-10-22T17:59:10.763Z,176115595076300
"""xx @ 67byzK7ng-"" folds",2025-10-22T17:59:09.651Z,176115594965100
"""黄笃读2 @ sdnzYfvBuE"" calls 51",2025-10-22T17:59:07.244Z,176115594724400
"""ldl @ Fyu1zC3WxZ"" bets 51",2025-10-22T17:59:05.349Z,176115594534900
"""yx @ Ap79JvHOiZ"" checks",2025-10-22T17:59:01.285Z,176115594128500
"Turn: 4♠, K♦, 10♦ [7♣]",2025-10-22T17:58:58.355Z,176115593835500
"""xx @ 67byzK7ng-"" checks",2025-10-22T17:58:57.548Z,176115593754800
"""黄笃读2 @ sdnzYfvBuE"" checks",2025-10-22T17:58:53.872Z,176115593387200
"""ldl @ Fyu1zC3WxZ"" checks",2025-10-22T17:58:51.632Z,176115593163200
"""yx @ Ap79JvHOiZ"" checks",2025-10-22T17:58:50.368Z,176115593036800
"Flop:  [4♠, K♦, 10♦]",2025-10-22T17:58:47.719Z,176115592771900
"""黄笃读2 @ sdnzYfvBuE"" calls 25",2025-10-22T17:58:46.888Z,176115592688800
"""ldl @ Fyu1zC3WxZ"" calls 25",2025-10-22T17:58:45.088Z,176115592508800
"""gf @ CF96PlUCpo"" folds",2025-10-22T17:58:40.004Z,176115592000400
"""yx @ Ap79JvHOiZ"" calls 25",2025-10-22T17:58:38.917Z,176115591891700
"""摩托车 @ 1Dc32wQ1Fs"" folds",2025-10-22T17:58:37.768Z,176115591776800
"""xx @ 67byzK7ng-"" raises to 25",2025-10-22T17:58:35.267Z,176115591526700
"""黄笃读2 @ sdnzYfvBuE"" calls 7",2025-10-22T17:58:29.504Z,176115590950400
"""ldl @ Fyu1zC3WxZ"" raises to 7",2025-10-22T17:58:27.303Z,176115590730300
"""gf @ CF96PlUCpo"" posts a big blind of 2",2025-10-22T17:58:24.194Z,176115590419409
"""yx @ Ap79JvHOiZ"" posts a small blind of 1",2025-10-22T17:58:24.194Z,176115590419408
"Player stacks: #1 ""gf @ CF96PlUCpo"" (1131) | #2 ""ldl @ Fyu1zC3WxZ"" (742) | #3 ""黄笃读2 @ sdnzYfvBuE"" (259) | #4 ""xx @ 67byzK7ng-"" (307) | #7 ""摩托车 @ 1Dc32wQ1Fs"" (549) | #9 ""yx @ Ap79JvHOiZ"" (930)",2025-10-22T17:58:24.194Z,176115590419401
"-- starting hand #183 (id: bomcnsveehka)  (No Limit Texas Hold'em) (dealer: ""摩托车 @ 1Dc32wQ1Fs"") --",2025-10-22T17:58:24.194Z,176115590419400
"-- ending hand #182 --",2025-10-22T17:58:18.186Z,176115589818604
"""xx @ 67byzK7ng-"" collected 148 from pot with Two Pair, K's & 2's (combination: K♦, K♠, 2♦, 2♣, Q♠)",2025-10-22T17:58:18.186Z,176115589818603
"""gf @ CF96PlUCpo"" collected 148 from pot with Two Pair, K's & 2's (combination: K♣, K♠, 2♦, 2♣, Q♠)",2025-10-22T17:58:18.186Z,176115589818602
"""gf @ CF96PlUCpo"" shows a 10♠, K♣.",2025-10-22T17:58:18.186Z,176115589818601
"""xx @ 67byzK7ng-"" shows a 3♦, K♦.",2025-10-22T17:58:18.186Z,176115589818600
"""ldl @ Fyu1zC3WxZ"" folds",2025-10-22T17:58:17.350Z,176115589735000
"""gf @ CF96PlUCpo"" calls 74",2025-10-22T17:58:15.857Z,176115589585700
"""xx @ 67byzK7ng-"" bets 74",2025-10-22T17:58:14.330Z,176115589433000
"""ldl @ Fyu1zC3WxZ"" checks",2025-10-22T17:58:10.453Z,176115589045300
"""gf @ CF96PlUCpo"" checks",2025-10-22T17:58:08.991Z,176115588899100
"River: 2♦, K♠, 2♣, Q♠ [7♥]",2025-10-22T17:58:06.842Z,176115588684200
"""xx @ 67byzK7ng-"" checks",2025-10-22T17:58:06.013Z,176115588601300
"""ldl @ Fyu1zC3WxZ"" checks",2025-10-22T17:57:54.306Z,176115587430600
"""gf @ CF96PlUCpo"" checks",2025-10-22T17:57:52.925Z,176115587292500
"Turn: 2♦, K♠, 2♣ [Q♠]",2025-10-22T17:57:48.599Z,176115586859900
"""xx @ 67byzK7ng-"" calls 34",2025-10-22T17:57:47.786Z,176115586778600
"""ldl @ Fyu1zC3WxZ"" calls 34",2025-10-22T17:57:44.816Z,176115586481600
"""gf @ CF96PlUCpo"" raises to 34",2025-10-22T17:57:42.439Z,176115586243900
"""yx @ Ap79JvHOiZ"" folds",2025-10-22T17:57:38.249Z,176115585824900
"""xx @ 67byzK7ng-"" calls 17",2025-10-22T17:57:37.164Z,176115585716400
"""黄笃读2 @ sdnzYfvBuE"" folds",2025-10-22T17:57:33.577Z,176115585357700
"""ldl @ Fyu1zC3WxZ"" bets 17",2025-10-22T17:57:30.184Z,176115585018400
"""gf @ CF96PlUCpo"" checks",2025-10-22T17:57:23.297Z,176115584329700
"""yx @ Ap79JvHOiZ"" checks",2025-10-22T17:57:21.233Z,176115584123300
"Flop:  [2♦, K♠, 2♣]",2025-10-22T17:57:19.376Z,176115583937600
"""gf @ CF96PlUCpo"" calls 9",2025-10-22T17:57:18.564Z,176115583856400
"""yx @ Ap79JvHOiZ"" calls 9",2025-10-22T17:57:15.684Z,176115583568400
"""摩托车 @ 1Dc32wQ1Fs"" folds",2025-10-22T17:57:14.191Z,176115583419100
"""xx @ 67byzK7ng-"" calls 9",2025-10-22T17:57:13.096Z,176115583309600
"""黄笃读2 @ sdnzYfvBuE"" calls 9",2025-10-22T17:57:10.441Z,176115583044100
"""ldl @ Fyu1zC3WxZ"" raises to 9",2025-10-22T17:57:07.930Z,176115582793000
"""gf @ CF96PlUCpo"" calls 2",2025-10-22T17:57:04.260Z,176115582426000
"""yx @ Ap79JvHOiZ"" posts a big blind of 2",2025-10-22T17:57:00.640Z,176115582064009
"""摩托车 @ 1Dc32wQ1Fs"" posts a small blind of 1",2025-10-22T17:57:00.640Z,176115582064008
"Player stacks: #1 ""gf @ CF96PlUCpo"" (1100) | #2 ""ldl @ Fyu1zC3WxZ"" (785) | #3 ""黄笃读2 @ sdnzYfvBuE"" (268) | #4 ""xx @ 67byzK7ng-"" (276) | #7 ""摩托车 @ 1Dc32wQ1Fs"" (550) | #9 ""yx @ Ap79JvHOiZ"" (939)",2025-10-22T17:57:00.640Z,176115582064001
"-- starting hand #182 (id: yjkjqwfuvkzg)  (No Limit Texas Hold'em) (dealer: ""xx @ 67byzK7ng-"") --",2025-10-22T17:57:00.640Z,176115582064000
"-- ending hand #181 --",2025-10-22T17:56:54.629Z,176115581462903
"""ldl @ Fyu1zC3WxZ"" collected 341 from pot with Pair, Q's (combination: Q♥, Q♠, K♦, J♥, 10♥)",2025-10-22T17:56:54.629Z,176115581462902
"""ldl @ Fyu1zC3WxZ"" shows a J♥, Q♥.",2025-10-22T17:56:54.629Z,176115581462901
"""gf @ CF96PlUCpo"" shows a 9♣, 10♦.",2025-10-22T17:56:54.629Z,176115581462900
"""ldl @ Fyu1zC3WxZ"" checks",2025-10-22T17:56:53.758Z,176115581375800
"""gf @ CF96PlUCpo"" checks",2025-10-22T17:56:50.491Z,176115581049100
"River: 7♥, 10♥, Q♠, 5♠ [K♦]",2025-10-22T17:56:48.678Z,176115580867800
"""gf @ CF96PlUCpo"" calls 86",2025-10-22T17:56:47.874Z,176115580787400
"""ldl @ Fyu1zC3WxZ"" bets 86",2025-10-22T17:56:46.482Z,176115580648200
"""gf @ CF96PlUCpo"" checks",2025-10-22T17:56:37.975Z,176115579797500
"Turn: 7♥, 10♥, Q♠ [5♠]",2025-10-22T17:56:36.262Z,176115579626200
"""gf @ CF96PlUCpo"" calls 49",2025-10-22T17:56:35.433Z,176115579543300
"""ldl @ Fyu1zC3WxZ"" bets 49",2025-10-22T17:56:34.242Z,176115579424200
"""gf @ CF96PlUCpo"" checks",2025-10-22T17:56:29.103Z,176115578910300
"Flop:  [7♥, 10♥, Q♠]",2025-10-22T17:56:22.376Z,176115578237600
"""gf @ CF96PlUCpo"" calls 33",2025-10-22T17:56:21.547Z,176115578154700
"""yx @ Ap79JvHOiZ"" folds",2025-10-22T17:56:20.280Z,176115578028000
"""摩托车 @ 1Dc32wQ1Fs"" folds",2025-10-22T17:56:19.198Z,176115577919800
"""xx @ 67byzK7ng-"" folds",2025-10-22T17:56:18.027Z,176115577802700
"""黄笃读2 @ sdnzYfvBuE"" folds",2025-10-22T17:56:15.120Z,176115577512000
"""ldl @ Fyu1zC3WxZ"" raises to 33",2025-10-22T17:56:13.886Z,176115577388600
"""gf @ CF96PlUCpo"" raises to 11",2025-10-22T17:56:08.540Z,176115576854000
"""yx @ Ap79JvHOiZ"" calls 2",2025-10-22T17:56:04.434Z,176115576443400
"""摩托车 @ 1Dc32wQ1Fs"" posts a big blind of 2",2025-10-22T17:56:01.879Z,176115576187910
"""xx @ 67byzK7ng-"" posts a small blind of 1",2025-10-22T17:56:01.879Z,176115576187909
"Player stacks: #1 ""gf @ CF96PlUCpo"" (1268) | #2 ""ldl @ Fyu1zC3WxZ"" (612) | #3 ""黄笃读2 @ sdnzYfvBuE"" (268) | #4 ""xx @ 67byzK7ng-"" (277) | #7 ""摩托车 @ 1Dc32wQ1Fs"" (552) | #9 ""yx @ Ap79JvHOiZ"" (941)",2025-10-22T17:56:01.879Z,176115576187902
"-- starting hand #181 (id: l05o4c18pcf0)  (No Limit Texas Hold'em) (dealer: ""黄笃读2 @ sdnzYfvBuE"") --",2025-10-22T17:56:01.879Z,176115576187901
"The admin updated the player ""黄笃读2 @ sdnzYfvBuE"" stack from 68 to 268.",2025-10-22T17:56:01.879Z,176115576187900
"-- ending hand #180 --",2025-10-22T17:55:55.869Z,176115575586902
"""ldl @ Fyu1zC3WxZ"" collected 60 from pot",2025-10-22T17:55:55.869Z,176115575586901
"Uncalled bet of 30 returned to ""ldl @ Fyu1zC3WxZ""",2025-10-22T17:55:55.869Z,176115575586900
"""gf @ CF96PlUCpo"" folds",2025-10-22T17:55:55.037Z,176115575503700
"""yx @ Ap79JvHOiZ"" folds",2025-10-22T17:55:53.868Z,176115575386800
"""xx @ 67byzK7ng-"" folds",2025-10-22T17:55:50.682Z,176115575068200
"""黄笃读2 @ sdnzYfvBuE"" folds",2025-10-22T17:55:48.645Z,176115574864500
"""ldl @ Fyu1zC3WxZ"" bets 30",2025-10-22T17:55:46.394Z,176115574639400
"""gf @ CF96PlUCpo"" checks",2025-10-22T17:55:43.468Z,176115574346800
"""yx @ Ap79JvHOiZ"" checks",2025-10-22T17:55:42.317Z,176115574231700
"""xx @ 67byzK7ng-"" checks",2025-10-22T17:55:41.227Z,176115574122700
"""黄笃读2 @ sdnzYfvBuE"" checks",2025-10-22T17:55:34.145Z,176115573414500
"Flop:  [4♣, Q♦, Q♠]",2025-10-22T17:55:30.034Z,176115573003400
"""黄笃读2 @ sdnzYfvBuE"" calls 12",2025-10-22T17:55:29.225Z,176115572922500
"""ldl @ Fyu1zC3WxZ"" calls 12",2025-10-22T17:55:28.108Z,176115572810800
"""gf @ CF96PlUCpo"" calls 12",2025-10-22T17:55:26.979Z,176115572697900
"""yx @ Ap79JvHOiZ"" calls 12",2025-10-22T17:55:25.817Z,176115572581700
"""xx @ 67byzK7ng-"" raises to 12",2025-10-22T17:55:24.145Z,176115572414500
"""黄笃读2 @ sdnzYfvBuE"" calls 2",2025-10-22T17:55:19.923Z,176115571992300
"""ldl @ Fyu1zC3WxZ"" calls 2",2025-10-22T17:55:18.117Z,176115571811700
"""gf @ CF96PlUCpo"" calls 2",2025-10-22T17:55:16.753Z,176115571675300
"""yx @ Ap79JvHOiZ"" calls 2",2025-10-22T17:55:15.011Z,176115571501100
"WARNING: the admin queued the stack change for the player ""黄笃读2 @ sdnzYfvBuE"" adding 200 chips in the next hand.",2025-10-22T17:55:12.143Z,176115571214300
"""摩托车 @ 1Dc32wQ1Fs"" folds",2025-10-22T17:55:06.679Z,176115570667900
"""xx @ 67byzK7ng-"" posts a big blind of 2",2025-10-22T17:55:03.617Z,176115570361709
"""黄笃读2 @ sdnzYfvBuE"" posts a small blind of 1",2025-10-22T17:55:03.617Z,176115570361708
"Player stacks: #1 ""gf @ CF96PlUCpo"" (1280) | #2 ""ldl @ Fyu1zC3WxZ"" (564) | #3 ""黄笃读2 @ sdnzYfvBuE"" (80) | #4 ""xx @ 67byzK7ng-"" (289) | #7 ""摩托车 @ 1Dc32wQ1Fs"" (552) | #9 ""yx @ Ap79JvHOiZ"" (953)",2025-10-22T17:55:03.617Z,176115570361701
"-- starting hand #180 (id: oi5nieckzt97)  (No Limit Texas Hold'em) (dealer: ""ldl @ Fyu1zC3WxZ"") --",2025-10-22T17:55:03.617Z,176115570361700
"""黄笃读2 @ sdnzYfvBuE"" shows a 6♦, 6♥.",2025-10-22T17:55:00.123Z,176115570012300
"""gf @ CF96PlUCpo"" shows a A♠, A♦.",2025-10-22T17:54:57.284Z,176115569728400
"-- ending hand #179 --",2025-10-22T17:54:56.307Z,176115569630702
"""gf @ CF96PlUCpo"" collected 27 from pot",2025-10-22T17:54:56.307Z,176115569630701
"Uncalled bet of 80 returned to ""gf @ CF96PlUCpo""",2025-10-22T17:54:56.307Z,176115569630700
"""黄笃读2 @ sdnzYfvBuE"" folds",2025-10-22T17:54:55.473Z,176115569547300
"""gf @ CF96PlUCpo"" bets 80",2025-10-22T17:54:49.441Z,176115568944100
"""黄笃读2 @ sdnzYfvBuE"" checks",2025-10-22T17:54:45.776Z,176115568577600
"Flop:  [J♦, Q♣, K♥]",2025-10-22T17:54:38.579Z,176115567857900
"""摩托车 @ 1Dc32wQ1Fs"" folds",2025-10-22T17:54:37.774Z,176115567777400
"""xx @ 67byzK7ng-"" folds",2025-10-22T17:54:36.590Z,176115567659000
"""黄笃读2 @ sdnzYfvBuE"" calls 11",2025-10-22T17:54:32.779Z,176115567277900
"""ldl @ Fyu1zC3WxZ"" folds",2025-10-22T17:54:31.617Z,176115567161700
"""gf @ CF96PlUCpo"" raises to 11",2025-10-22T17:54:29.684Z,176115566968400
"""yx @ Ap79JvHOiZ"" folds",2025-10-22T17:54:20.765Z,176115566076500
"""摩托车 @ 1Dc32wQ1Fs"" calls 2",2025-10-22T17:54:17.947Z,176115565794700
"""xx @ 67byzK7ng-"" calls 2",2025-10-22T17:54:16.405Z,176115565640500
"""黄笃读2 @ sdnzYfvBuE"" posts a big blind of 2",2025-10-22T17:54:13.685Z,176115565368509
"""ldl @ Fyu1zC3WxZ"" posts a small blind of 1",2025-10-22T17:54:13.685Z,176115565368508
"Player stacks: #1 ""gf @ CF96PlUCpo"" (1264) | #2 ""ldl @ Fyu1zC3WxZ"" (565) | #3 ""黄笃读2 @ sdnzYfvBuE"" (91) | #4 ""xx @ 67byzK7ng-"" (291) | #7 ""摩托车 @ 1Dc32wQ1Fs"" (554) | #9 ""yx @ Ap79JvHOiZ"" (953)",2025-10-22T17:54:13.685Z,176115565368501
"-- starting hand #179 (id: uxotiszgveyx)  (No Limit Texas Hold'em) (dealer: ""gf @ CF96PlUCpo"") --",2025-10-22T17:54:13.685Z,176115565368500
"-- ending hand #178 --",2025-10-22T17:54:07.761Z,176115564776102
"""yx @ Ap79JvHOiZ"" collected 32 from pot",2025-10-22T17:54:07.761Z,176115564776101
"Uncalled bet of 21 returned to ""yx @ Ap79JvHOiZ""",2025-10-22T17:54:07.761Z,176115564776100
"""摩托车 @ 1Dc32wQ1Fs"" folds",2025-10-22T17:54:06.923Z,176115564692300
"""xx @ 67byzK7ng-"" folds",2025-10-22T17:54:05.824Z,176115564582400
"""黄笃读2 @ sdnzYfvBuE"" folds",2025-10-22T17:54:02.143Z,176115564214300
"""ldl @ Fyu1zC3WxZ"" folds",2025-10-22T17:53:59.132Z,176115563913200
"""gf @ CF96PlUCpo"" folds",2025-10-22T17:53:52.580Z,176115563258000
"""yx @ Ap79JvHOiZ"" raises to 30",2025-10-22T17:53:49.623Z,176115562962300
"""摩托车 @ 1Dc32wQ1Fs"" calls 9",2025-10-22T17:53:43.803Z,176115562380300
"""xx @ 67byzK7ng-"" raises to 9",2025-10-22T17:53:41.048Z,176115562104800
"""黄笃读2 @ sdnzYfvBuE"" calls 2",2025-10-22T17:53:36.487Z,176115561648700
"""ldl @ Fyu1zC3WxZ"" posts a big blind of 2",2025-10-22T17:53:34.005Z,176115561400509
"""gf @ CF96PlUCpo"" posts a small blind of 1",2025-10-22T17:53:34.005Z,176115561400508
"Player stacks: #1 ""gf @ CF96PlUCpo"" (1265) | #2 ""ldl @ Fyu1zC3WxZ"" (567) | #3 ""黄笃读2 @ sdnzYfvBuE"" (93) | #4 ""xx @ 67byzK7ng-"" (300) | #7 ""摩托车 @ 1Dc32wQ1Fs"" (563) | #9 ""yx @ Ap79JvHOiZ"" (930)",2025-10-22T17:53:34.005Z,176115561400501
"-- starting hand #178 (id: xyfwbeslmg9h)  (No Limit Texas Hold'em) (dealer: ""yx @ Ap79JvHOiZ"") --",2025-10-22T17:53:34.005Z,176115561400500
"-- ending hand #177 --",2025-10-22T17:53:31.092Z,176115561109202
"""yx @ Ap79JvHOiZ"" collected 648 from pot",2025-10-22T17:53:31.092Z,176115561109201
"Uncalled bet of 282 returned to ""yx @ Ap79JvHOiZ""",2025-10-22T17:53:31.092Z,176115561109200
"""gf @ CF96PlUCpo"" folds",2025-10-22T17:53:30.279Z,176115561027900
"""yx @ Ap79JvHOiZ"" raises to 498 and go all in",2025-10-22T17:53:20.739Z,176115560073900
"""gf @ CF96PlUCpo"" raises to 216",2025-10-22T17:52:55.790Z,176115557579000
"""yx @ Ap79JvHOiZ"" bets 108",2025-10-22T17:52:53.010Z,176115557301000
"River: 5♦, J♠, Q♦, 8♥ [7♠]",2025-10-22T17:52:40.819Z,176115556081900
"""gf @ CF96PlUCpo"" calls 60",2025-10-22T17:52:39.948Z,176115555994800
"""yx @ Ap79JvHOiZ"" bets 60",2025-10-22T17:52:27.305Z,176115554730500
"Turn: 5♦, J♠, Q♦ [8♥]",2025-10-22T17:52:17.476Z,176115553747600
"""摩托车 @ 1Dc32wQ1Fs"" folds",2025-10-22T17:52:16.668Z,176115553666800
