entry,at,order
"""黄笃读 @ CbB4xM29dq"" bets 3",2025-11-01T06:50:26.395Z,176197982639500
"""单吊幺鸡 @ ida-rexKgt"" checks",2025-11-01T06:50:20.457Z,176197982045700
"""gf110 @ Fe8nqv0ysi"" checks",2025-11-01T06:50:18.504Z,176197981850400
"Flop:  [A♥, J♦, 9♠]",2025-11-01T06:50:16.619Z,176197981661900
"""单吊幺鸡 @ ida-rexKgt"" checks",2025-11-01T06:50:15.813Z,176197981581300
"""gf110 @ Fe8nqv0ysi"" calls 2",2025-11-01T06:50:14.143Z,176197981414300
"""黄笃读 @ CbB4xM29dq"" calls 2",2025-11-01T06:50:11.043Z,176197981104300
"""vzzz @ awUuJQ4Xdy"" folds",2025-11-01T06:50:09.953Z,176197980995300
"""单吊幺鸡 @ ida-rexKgt"" posts a big blind of 2",2025-11-01T06:50:08.135Z,176197980813507
"""gf110 @ Fe8nqv0ysi"" posts a small blind of 1",2025-11-01T06:50:08.135Z,176197980813506
"Player stacks: #1 ""黄笃读 @ CbB4xM29dq"" (312) | #2 ""gf110 @ Fe8nqv0ysi"" (490) | #3 ""单吊幺鸡 @ ida-rexKgt"" (154) | #6 ""vzzz @ awUuJQ4Xdy"" (444)",2025-11-01T06:50:08.135Z,176197980813501
"-- starting hand #41 (id: jnut9x5gwwkh)  (No Limit Texas Hold'em) (dealer: ""黄笃读 @ CbB4xM29dq"") --",2025-11-01T06:50:08.135Z,176197980813500
"-- ending hand #40 --",2025-11-01T06:50:02.226Z,176197980222602
"""黄笃读 @ CbB4xM29dq"" collected 6 from pot",2025-11-01T06:50:02.226Z,176197980222601
"Uncalled bet of 6 returned to ""黄笃读 @ CbB4xM29dq""",2025-11-01T06:50:02.226Z,176197980222600
"""单吊幺鸡 @ ida-rexKgt"" folds",2025-11-01T06:50:01.324Z,176197980132400
"""gf110 @ Fe8nqv0ysi"" folds",2025-11-01T06:49:57.608Z,176197979760800
"""黄笃读 @ CbB4xM29dq"" bets 6",2025-11-01T06:49:55.883Z,176197979588300
"Turn: 2♦, A♣, J♣ [10♥]",2025-11-01T06:49:52.154Z,176197979215400
"""单吊幺鸡 @ ida-rexKgt"" checks",2025-11-01T06:49:51.339Z,176197979133900
"""gf110 @ Fe8nqv0ysi"" checks",2025-11-01T06:49:48.742Z,176197978874200
"""黄笃读 @ CbB4xM29dq"" checks",2025-11-01T06:49:46.380Z,176197978638000
"Flop:  [2♦, A♣, J♣]",2025-11-01T06:49:44.390Z,176197978439000
"""gf110 @ Fe8nqv0ysi"" checks",2025-11-01T06:49:43.578Z,176197978357800
"""黄笃读 @ CbB4xM29dq"" calls 2",2025-11-01T06:49:40.844Z,176197978084400
"""vzzz @ awUuJQ4Xdy"" folds",2025-11-01T06:49:39.629Z,176197977962900
"""单吊幺鸡 @ ida-rexKgt"" calls 2",2025-11-01T06:49:38.489Z,176197977848900
"""gf110 @ Fe8nqv0ysi"" posts a big blind of 2",2025-11-01T06:49:34.842Z,176197977484207
"""黄笃读 @ CbB4xM29dq"" posts a small blind of 1",2025-11-01T06:49:34.842Z,176197977484206
"Player stacks: #1 ""黄笃读 @ CbB4xM29dq"" (308) | #2 ""gf110 @ Fe8nqv0ysi"" (492) | #3 ""单吊幺鸡 @ ida-rexKgt"" (156) | #6 ""vzzz @ awUuJQ4Xdy"" (444)",2025-11-01T06:49:34.842Z,176197977484201
"-- starting hand #40 (id: lgug5sshqilu)  (No Limit Texas Hold'em) (dealer: ""vzzz @ awUuJQ4Xdy"") --",2025-11-01T06:49:34.842Z,176197977484200
"-- ending hand #39 --",2025-11-01T06:49:28.838Z,176197976883803
"""gf110 @ Fe8nqv0ysi"" collected 36 from pot with Two Pair, 9's & 5's (combination: 9♦, 9♥, 5♣, 5♠, 7♠)",2025-11-01T06:49:28.838Z,176197976883802
"""gf110 @ Fe8nqv0ysi"" shows a 5♣, 2♣.",2025-11-01T06:49:28.838Z,176197976883801
"""黄笃读 @ CbB4xM29dq"" shows a 10♦, Q♠.",2025-11-01T06:49:28.838Z,176197976883800
"""vzzz @ awUuJQ4Xdy"" folds",2025-11-01T06:49:27.976Z,176197976797600
"""gf110 @ Fe8nqv0ysi"" calls 6",2025-11-01T06:49:25.223Z,176197976522300
"""黄笃读 @ CbB4xM29dq"" bets 6",2025-11-01T06:49:22.644Z,176197976264400
"""vzzz @ awUuJQ4Xdy"" checks",2025-11-01T06:49:15.964Z,176197975596400
"River: 7♠, 9♦, 9♥, 3♣ [5♠]",2025-11-01T06:49:08.420Z,176197974842000
"""gf110 @ Fe8nqv0ysi"" checks",2025-11-01T06:49:07.605Z,176197974760500
"""黄笃读 @ CbB4xM29dq"" checks",2025-11-01T06:49:06.232Z,176197974623200
"""vzzz @ awUuJQ4Xdy"" checks",2025-11-01T06:49:04.751Z,176197974475100
"Turn: 7♠, 9♦, 9♥ [3♣]",2025-11-01T06:49:01.692Z,176197974169200
"""gf110 @ Fe8nqv0ysi"" checks",2025-11-01T06:49:00.883Z,176197974088300
"""黄笃读 @ CbB4xM29dq"" checks",2025-11-01T06:48:59.021Z,176197973902100
"""vzzz @ awUuJQ4Xdy"" checks",2025-11-01T06:48:57.960Z,176197973796000
"Flop:  [7♠, 9♦, 9♥]",2025-11-01T06:48:52.971Z,176197973297100
"""gf110 @ Fe8nqv0ysi"" calls 8",2025-11-01T06:48:52.123Z,176197973212300
"""黄笃读 @ CbB4xM29dq"" calls 8",2025-11-01T06:48:50.285Z,176197973028500
"""vzzz @ awUuJQ4Xdy"" raises to 8",2025-11-01T06:48:46.454Z,176197972645400
"""单吊幺鸡 @ ida-rexKgt"" folds",2025-11-01T06:48:34.014Z,176197971401400
"""gf110 @ Fe8nqv0ysi"" calls 2",2025-11-01T06:48:32.943Z,176197971294300
"""黄笃读 @ CbB4xM29dq"" posts a big blind of 2",2025-11-01T06:48:31.238Z,176197971123807
"""vzzz @ awUuJQ4Xdy"" posts a small blind of 1",2025-11-01T06:48:31.238Z,176197971123806
"Player stacks: #1 ""黄笃读 @ CbB4xM29dq"" (322) | #2 ""gf110 @ Fe8nqv0ysi"" (470) | #3 ""单吊幺鸡 @ ida-rexKgt"" (156) | #6 ""vzzz @ awUuJQ4Xdy"" (452)",2025-11-01T06:48:31.238Z,176197971123801
"-- starting hand #39 (id: qdkbprzofagb)  (No Limit Texas Hold'em) (dealer: ""单吊幺鸡 @ ida-rexKgt"") --",2025-11-01T06:48:31.238Z,176197971123800
"-- ending hand #38 --",2025-11-01T06:48:28.333Z,176197970833302
"""黄笃读 @ CbB4xM29dq"" collected 16 from pot",2025-11-01T06:48:28.333Z,176197970833301
"Uncalled bet of 16 returned to ""黄笃读 @ CbB4xM29dq""",2025-11-01T06:48:28.333Z,176197970833300
"""单吊幺鸡 @ ida-rexKgt"" folds",2025-11-01T06:48:27.526Z,176197970752600
"""黄笃读 @ CbB4xM29dq"" bets 16",2025-11-01T06:48:25.932Z,176197970593200
"""单吊幺鸡 @ ida-rexKgt"" checks",2025-11-01T06:48:22.345Z,176197970234500
"River: 7♠, 10♠, 3♣, 2♦ [J♣]",2025-11-01T06:48:19.730Z,176197969973000
"""黄笃读 @ CbB4xM29dq"" checks",2025-11-01T06:48:18.896Z,176197969889600
"""单吊幺鸡 @ ida-rexKgt"" checks",2025-11-01T06:48:13.818Z,176197969381800
"Turn: 7♠, 10♠, 3♣ [2♦]",2025-11-01T06:48:10.673Z,176197969067300
"""vzzz @ awUuJQ4Xdy"" folds",2025-11-01T06:48:09.833Z,176197968983300
"""单吊幺鸡 @ ida-rexKgt"" calls 4",2025-11-01T06:48:01.056Z,176197968105600
"""gf110 @ Fe8nqv0ysi"" folds",2025-11-01T06:47:59.109Z,176197967910900
"""黄笃读 @ CbB4xM29dq"" bets 4",2025-11-01T06:47:56.720Z,176197967672000
"""vzzz @ awUuJQ4Xdy"" checks",2025-11-01T06:47:52.730Z,176197967273000
"""单吊幺鸡 @ ida-rexKgt"" checks",2025-11-01T06:47:51.624Z,176197967162400
"Flop:  [7♠, 10♠, 3♣]",2025-11-01T06:47:44.358Z,176197966435800
"""vzzz @ awUuJQ4Xdy"" checks",2025-11-01T06:47:43.530Z,176197966353000
"""单吊幺鸡 @ ida-rexKgt"" calls 2",2025-11-01T06:47:31.537Z,176197965153700
"""gf110 @ Fe8nqv0ysi"" calls 2",2025-11-01T06:47:29.925Z,176197964992500
"""黄笃读 @ CbB4xM29dq"" calls 2",2025-11-01T06:47:24.433Z,176197964443300
"""vzzz @ awUuJQ4Xdy"" posts a big blind of 2",2025-11-01T06:47:21.346Z,176197964134607
"""单吊幺鸡 @ ida-rexKgt"" posts a small blind of 1",2025-11-01T06:47:21.346Z,176197964134606
"Player stacks: #1 ""黄笃读 @ CbB4xM29dq"" (312) | #2 ""gf110 @ Fe8nqv0ysi"" (472) | #3 ""单吊幺鸡 @ ida-rexKgt"" (162) | #6 ""vzzz @ awUuJQ4Xdy"" (454)",2025-11-01T06:47:21.346Z,176197964134601
"-- starting hand #38 (id: jmswveim1wbi)  (No Limit Texas Hold'em) (dealer: ""gf110 @ Fe8nqv0ysi"") --",2025-11-01T06:47:21.346Z,176197964134600
"-- ending hand #37 --",2025-11-01T06:47:18.433Z,176197963843302
"""gf110 @ Fe8nqv0ysi"" collected 38 from pot",2025-11-01T06:47:18.433Z,176197963843301
"Uncalled bet of 19 returned to ""gf110 @ Fe8nqv0ysi""",2025-11-01T06:47:18.433Z,176197963843300
"""单吊幺鸡 @ ida-rexKgt"" folds",2025-11-01T06:47:17.629Z,176197963762900
"""gf110 @ Fe8nqv0ysi"" bets 19",2025-11-01T06:47:15.756Z,176197963575600
"River: 10♥, 10♦, 2♦, 2♥ [3♣]",2025-11-01T06:47:11.395Z,176197963139500
"""单吊幺鸡 @ ida-rexKgt"" checks",2025-11-01T06:47:10.587Z,176197963058700
"""gf110 @ Fe8nqv0ysi"" checks",2025-11-01T06:47:08.788Z,176197962878800
"Turn: 10♥, 10♦, 2♦ [2♥]",2025-11-01T06:47:07.333Z,176197962733300
"""单吊幺鸡 @ ida-rexKgt"" checks",2025-11-01T06:47:06.439Z,176197962643900
"""gf110 @ Fe8nqv0ysi"" checks",2025-11-01T06:47:04.435Z,176197962443500
"Flop:  [10♥, 10♦, 2♦]",2025-11-01T06:47:01.410Z,176197962141000
"""vzzz @ awUuJQ4Xdy"" folds",2025-11-01T06:47:00.541Z,176197962054100
"""单吊幺鸡 @ ida-rexKgt"" calls 16",2025-11-01T06:46:53.676Z,176197961367600
"""gf110 @ Fe8nqv0ysi"" raises to 16",2025-11-01T06:46:49.204Z,176197960920400
"""黄笃读 @ CbB4xM29dq"" folds",2025-11-01T06:46:45.382Z,176197960538200
"""vzzz @ awUuJQ4Xdy"" raises to 6",2025-11-01T06:46:37.833Z,176197959783300
"""单吊幺鸡 @ ida-rexKgt"" posts a big blind of 2",2025-11-01T06:46:34.066Z,176197959406607
"""gf110 @ Fe8nqv0ysi"" posts a small blind of 1",2025-11-01T06:46:34.066Z,176197959406606
"Player stacks: #1 ""黄笃读 @ CbB4xM29dq"" (312) | #2 ""gf110 @ Fe8nqv0ysi"" (450) | #3 ""单吊幺鸡 @ ida-rexKgt"" (178) | #6 ""vzzz @ awUuJQ4Xdy"" (460)",2025-11-01T06:46:34.066Z,176197959406601
"-- starting hand #37 (id: 44mf9xe5a3gq)  (No Limit Texas Hold'em) (dealer: ""黄笃读 @ CbB4xM29dq"") --",2025-11-01T06:46:34.066Z,176197959406600
"-- ending hand #36 --",2025-11-01T06:46:28.060Z,176197958806002
"""黄笃读 @ CbB4xM29dq"" collected 84 from pot with Two Pair, A's & 2's (combination: A♥, A♦, 2♠, 2♥, Q♣)",2025-11-01T06:46:28.060Z,176197958806001
"""黄笃读 @ CbB4xM29dq"" shows a A♥, Q♣.",2025-11-01T06:46:28.060Z,176197958806000
"""单吊幺鸡 @ ida-rexKgt"" calls 28",2025-11-01T06:46:27.187Z,176197958718700
"""黄笃读 @ CbB4xM29dq"" bets 28",2025-11-01T06:46:22.495Z,176197958249500
"River: 2♠, 6♠, 2♥, 4♥ [A♦]",2025-11-01T06:46:19.854Z,176197957985400
"""单吊幺鸡 @ ida-rexKgt"" checks",2025-11-01T06:46:19.021Z,176197957902100
"""黄笃读 @ CbB4xM29dq"" checks",2025-11-01T06:46:15.630Z,176197957563000
"Turn: 2♠, 6♠, 2♥ [4♥]",2025-11-01T06:46:14.280Z,176197957428000
"""单吊幺鸡 @ ida-rexKgt"" checks",2025-11-01T06:46:13.455Z,176197957345500
"""黄笃读 @ CbB4xM29dq"" checks",2025-11-01T06:46:11.330Z,176197957133000
"Flop:  [2♠, 6♠, 2♥]",2025-11-01T06:46:09.447Z,176197956944700
"""单吊幺鸡 @ ida-rexKgt"" calls 12",2025-11-01T06:46:08.568Z,176197956856800
"""gf110 @ Fe8nqv0ysi"" folds",2025-11-01T06:46:02.033Z,176197956203300
"""黄笃读 @ CbB4xM29dq"" raises to 12",2025-11-01T06:45:59.240Z,176197955924000
"""单吊幺鸡 @ ida-rexKgt"" calls 4",2025-11-01T06:45:55.748Z,176197955574800
"""gf110 @ Fe8nqv0ysi"" raises to 4",2025-11-01T06:45:53.640Z,176197955364000
"""黄笃读 @ CbB4xM29dq"" calls 2",2025-11-01T06:45:49.469Z,176197954946900
"""vzzz @ awUuJQ4Xdy"" folds",2025-11-01T06:45:48.245Z,176197954824500
"""单吊幺鸡 @ ida-rexKgt"" calls 2",2025-11-01T06:45:45.724Z,176197954572400
"""gf110 @ Fe8nqv0ysi"" posts a big blind of 2",2025-11-01T06:45:43.647Z,176197954364707
"""黄笃读 @ CbB4xM29dq"" posts a small blind of 1",2025-11-01T06:45:43.647Z,176197954364706
"Player stacks: #1 ""黄笃读 @ CbB4xM29dq"" (268) | #2 ""gf110 @ Fe8nqv0ysi"" (454) | #3 ""单吊幺鸡 @ ida-rexKgt"" (218) | #6 ""vzzz @ awUuJQ4Xdy"" (460)",2025-11-01T06:45:43.647Z,176197954364701
"-- starting hand #36 (id: dont4l3whuan)  (No Limit Texas Hold'em) (dealer: ""vzzz @ awUuJQ4Xdy"") --",2025-11-01T06:45:43.647Z,176197954364700
"-- ending hand #35 --",2025-11-01T06:45:40.629Z,176197954062902
"""vzzz @ awUuJQ4Xdy"" collected 112 from pot",2025-11-01T06:45:40.629Z,176197954062901
"Uncalled bet of 96 returned to ""vzzz @ awUuJQ4Xdy""",2025-11-01T06:45:40.629Z,176197954062900
"""gf110 @ Fe8nqv0ysi"" folds",2025-11-01T06:45:39.763Z,176197953976300
"""vzzz @ awUuJQ4Xdy"" bets 96",2025-11-01T06:45:37.395Z,176197953739500
"River: 2♥, 10♣, 7♣, 5♦ [5♠]",2025-11-01T06:45:10.022Z,176197951002200
"""gf110 @ Fe8nqv0ysi"" calls 24",2025-11-01T06:45:09.200Z,176197950920000
"""vzzz @ awUuJQ4Xdy"" bets 24",2025-11-01T06:45:07.076Z,176197950707600
"Turn: 2♥, 10♣, 7♣ [5♦]",2025-11-01T06:44:51.131Z,176197949113100
"""单吊幺鸡 @ ida-rexKgt"" folds",2025-11-01T06:44:50.322Z,176197949032200
"""gf110 @ Fe8nqv0ysi"" calls 16",2025-11-01T06:44:47.765Z,176197948776500
"""vzzz @ awUuJQ4Xdy"" bets 16",2025-11-01T06:44:43.645Z,176197948364500
"Flop:  [2♥, 10♣, 7♣]",2025-11-01T06:44:35.923Z,176197947592300
"""单吊幺鸡 @ ida-rexKgt"" calls 10",2025-11-01T06:44:35.066Z,176197947506600
"""gf110 @ Fe8nqv0ysi"" calls 10",2025-11-01T06:44:33.613Z,176197947361300
"""黄笃读 @ CbB4xM29dq"" folds",2025-11-01T06:44:31.959Z,176197947195900
"""vzzz @ awUuJQ4Xdy"" raises to 10",2025-11-01T06:44:29.590Z,176197946959000
"""单吊幺鸡 @ ida-rexKgt"" calls 2",2025-11-01T06:44:22.741Z,176197946274100
"""gf110 @ Fe8nqv0ysi"" calls 2",2025-11-01T06:44:20.771Z,176197946077100
"""黄笃读 @ CbB4xM29dq"" posts a big blind of 2",2025-11-01T06:44:12.294Z,176197945229407
"""vzzz @ awUuJQ4Xdy"" posts a small blind of 1",2025-11-01T06:44:12.294Z,176197945229406
"Player stacks: #1 ""黄笃读 @ CbB4xM29dq"" (270) | #2 ""gf110 @ Fe8nqv0ysi"" (504) | #3 ""单吊幺鸡 @ ida-rexKgt"" (228) | #6 ""vzzz @ awUuJQ4Xdy"" (398)",2025-11-01T06:44:12.294Z,176197945229401
"-- starting hand #35 (id: gyufvwh06k8n)  (No Limit Texas Hold'em) (dealer: ""单吊幺鸡 @ ida-rexKgt"") --",2025-11-01T06:44:12.294Z,176197945229400
"-- ending hand #34 --",2025-11-01T06:44:09.332Z,176197944933202
"""黄笃读 @ CbB4xM29dq"" collected 129 from pot",2025-11-01T06:44:09.332Z,176197944933201
"Uncalled bet of 64 returned to ""黄笃读 @ CbB4xM29dq""",2025-11-01T06:44:09.332Z,176197944933200
"""gf110 @ Fe8nqv0ysi"" folds",2025-11-01T06:44:08.529Z,176197944852900
"""黄笃读 @ CbB4xM29dq"" bets 64",2025-11-01T06:44:03.441Z,176197944344100
"Turn: A♣, Q♠, 6♥ [J♦]",2025-11-01T06:43:55.209Z,176197943520900
"""黄笃读 @ CbB4xM29dq"" calls 32",2025-11-01T06:43:54.367Z,176197943436700
"""gf110 @ Fe8nqv0ysi"" bets 32",2025-11-01T06:43:49.599Z,176197942959900
"""黄笃读 @ CbB4xM29dq"" checks",2025-11-01T06:43:45.776Z,176197942577600
"Flop:  [A♣, Q♠, 6♥]",2025-11-01T06:43:43.538Z,176197942353800
"""单吊幺鸡 @ ida-rexKgt"" folds",2025-11-01T06:43:42.681Z,176197942268100
"""gf110 @ Fe8nqv0ysi"" calls 27",2025-11-01T06:43:39.985Z,176197941998500
"""黄笃读 @ CbB4xM29dq"" raises to 27",2025-11-01T06:43:38.476Z,176197941847600
"""vzzz @ awUuJQ4Xdy"" folds",2025-11-01T06:43:33.390Z,176197941339000
"""单吊幺鸡 @ ida-rexKgt"" calls 9",2025-11-01T06:43:21.695Z,176197940169500
"""gf110 @ Fe8nqv0ysi"" raises to 9",2025-11-01T06:43:16.100Z,176197939610000
"""黄笃读 @ CbB4xM29dq"" calls 2",2025-11-01T06:43:12.919Z,176197939291900
"""vzzz @ awUuJQ4Xdy"" posts a big blind of 2",2025-11-01T06:43:10.914Z,176197939091407
"""单吊幺鸡 @ ida-rexKgt"" posts a small blind of 1",2025-11-01T06:43:10.914Z,176197939091406
"Player stacks: #1 ""黄笃读 @ CbB4xM29dq"" (200) | #2 ""gf110 @ Fe8nqv0ysi"" (563) | #3 ""单吊幺鸡 @ ida-rexKgt"" (237) | #6 ""vzzz @ awUuJQ4Xdy"" (400)",2025-11-01T06:43:10.914Z,176197939091401
"-- starting hand #34 (id: uoiafjq49lds)  (No Limit Texas Hold'em) (dealer: ""gf110 @ Fe8nqv0ysi"") --",2025-11-01T06:43:10.914Z,176197939091400
"""单吊幺鸡 @ ida-rexKgt"" shows a 4♦, 8♣.",2025-11-01T06:43:08.280Z,176197938828000
"-- ending hand #33 --",2025-11-01T06:43:04.368Z,176197938436803
"""黄笃读 @ CbB4xM29dq"" collected 6 from pot with Pair, A's (combination: A♥, A♣, K♦, Q♥, 10♠)",2025-11-01T06:43:04.368Z,176197938436802
"""黄笃读 @ CbB4xM29dq"" shows a Q♥, 8♠.",2025-11-01T06:43:04.368Z,176197938436801
"""gf110 @ Fe8nqv0ysi"" shows a 6♣, J♦.",2025-11-01T06:43:04.368Z,176197938436800
"""黄笃读 @ CbB4xM29dq"" checks",2025-11-01T06:43:03.534Z,176197938353400
"""单吊幺鸡 @ ida-rexKgt"" checks",2025-11-01T06:43:02.456Z,176197938245600
"""gf110 @ Fe8nqv0ysi"" checks",2025-11-01T06:43:00.438Z,176197938043800
"River: K♦, 10♠, 9♦, A♥ [A♣]",2025-11-01T06:42:58.892Z,176197937889200
"""黄笃读 @ CbB4xM29dq"" checks",2025-11-01T06:42:58.042Z,176197937804200
"""单吊幺鸡 @ ida-rexKgt"" checks",2025-11-01T06:42:54.775Z,176197937477500
"""gf110 @ Fe8nqv0ysi"" checks",2025-11-01T06:42:50.989Z,176197937098900
"Turn: K♦, 10♠, 9♦ [A♥]",2025-11-01T06:42:48.013Z,176197936801300
"""黄笃读 @ CbB4xM29dq"" checks",2025-11-01T06:42:47.165Z,176197936716500
"""单吊幺鸡 @ ida-rexKgt"" checks",2025-11-01T06:42:46.132Z,176197936613200
"""gf110 @ Fe8nqv0ysi"" checks",2025-11-01T06:42:43.685Z,176197936368500
"Flop:  [K♦, 10♠, 9♦]",2025-11-01T06:42:40.400Z,176197936040000
"""单吊幺鸡 @ ida-rexKgt"" checks",2025-11-01T06:42:39.570Z,176197935957000
"""gf110 @ Fe8nqv0ysi"" calls 2",2025-11-01T06:42:36.488Z,176197935648800
"""黄笃读 @ CbB4xM29dq"" calls 2",2025-11-01T06:42:34.772Z,176197935477200
"""vzzz @ awUuJQ4Xdy"" folds",2025-11-01T06:42:33.684Z,176197935368400
"""单吊幺鸡 @ ida-rexKgt"" posts a big blind of 2",2025-11-01T06:42:12.781Z,176197933278107
"""gf110 @ Fe8nqv0ysi"" posts a small blind of 1",2025-11-01T06:42:12.781Z,176197933278106
"Player stacks: #1 ""黄笃读 @ CbB4xM29dq"" (196) | #2 ""gf110 @ Fe8nqv0ysi"" (565) | #3 ""单吊幺鸡 @ ida-rexKgt"" (239) | #6 ""vzzz @ awUuJQ4Xdy"" (400)",2025-11-01T06:42:12.781Z,176197933278101
"-- starting hand #33 (id: 3i8tmmdzizju)  (No Limit Texas Hold'em) (dealer: ""黄笃读 @ CbB4xM29dq"") --",2025-11-01T06:42:12.781Z,176197933278100
"-- ending hand #32 --",2025-11-01T06:42:06.844Z,176197932684402
"""黄笃读 @ CbB4xM29dq"" collected 6 from pot",2025-11-01T06:42:06.844Z,176197932684401
"Uncalled bet of 6 returned to ""黄笃读 @ CbB4xM29dq""",2025-11-01T06:42:06.844Z,176197932684400
"""单吊幺鸡 @ ida-rexKgt"" folds",2025-11-01T06:42:05.993Z,176197932599300
"""gf110 @ Fe8nqv0ysi"" folds",2025-11-01T06:42:04.925Z,176197932492500
"""黄笃读 @ CbB4xM29dq"" bets 6",2025-11-01T06:42:03.172Z,176197932317200
"Flop:  [10♣, 5♥, 3♠]",2025-11-01T06:41:58.466Z,176197931846600
"""gf110 @ Fe8nqv0ysi"" checks",2025-11-01T06:41:57.649Z,176197931764900
"""黄笃读 @ CbB4xM29dq"" calls 2",2025-11-01T06:41:55.653Z,176197931565300
"""vzzz @ awUuJQ4Xdy"" folds",2025-11-01T06:41:54.449Z,176197931444900
"""单吊幺鸡 @ ida-rexKgt"" calls 2",2025-11-01T06:41:43.152Z,176197930315200
"""gf110 @ Fe8nqv0ysi"" posts a big blind of 2",2025-11-01T06:41:39.050Z,176197929905007
"""黄笃读 @ CbB4xM29dq"" posts a small blind of 1",2025-11-01T06:41:39.050Z,176197929905006
