entry,at,order
"""黄笃读2 @ R1tfDLyqqY"" posts a small blind of 1",2025-10-21T18:34:39.192Z,176107167919209
"Player stacks: #2 ""ldl2 @ Fyu1zC3WxZ"" (654) | #3 ""黄笃读2 @ R1tfDLyqqY"" (321) | #5 ""gf @ ipOdBkGCQL"" (2171) | #8 ""摩托车 @ 1Dc32wQ1Fs"" (641) | #9 ""xx @ 67byzK7ng-"" (1462)",2025-10-21T18:34:39.192Z,176107167919203
"-- starting hand #173 (id: apoo2l6tqpmp)  (No Limit Texas Hold'em) (dealer: ""ldl2 @ Fyu1zC3WxZ"") --",2025-10-21T18:34:39.192Z,176107167919202
"The player ""摩托车 @ 1Dc32wQ1Fs"" joined the game with a stack of 641.",2025-10-21T18:34:39.192Z,176107167919201
"The player ""yx @ e6zr8eCYWY"" stand up with the stack of 593.",2025-10-21T18:34:39.192Z,176107167919200
"-- ending hand #172 --",2025-10-21T18:34:33.176Z,176107167317601
"""ldl2 @ Fyu1zC3WxZ"" collected 654 from pot with Pair, A's (combination: A♥, A♠, K♣, J♦, 6♦)",2025-10-21T18:34:33.176Z,176107167317600
"River: A♠, 6♦, J♦, 2♥ [5♣]",2025-10-21T18:34:29.174Z,176107166917400
"""gf @ ipOdBkGCQL"" shows a 4♦, 5♦.",2025-10-21T18:34:25.161Z,176107166516101
"""ldl2 @ Fyu1zC3WxZ"" shows a A♥, K♣.",2025-10-21T18:34:25.161Z,176107166516100
"""gf @ ipOdBkGCQL"" calls 179",2025-10-21T18:34:24.296Z,176107166429600
"""ldl2 @ Fyu1zC3WxZ"" bets 179 and go all in",2025-10-21T18:34:22.370Z,176107166237000
"Turn: A♠, 6♦, J♦ [2♥]",2025-10-21T18:34:17.983Z,176107165798300
"""yx @ e6zr8eCYWY"" folds",2025-10-21T18:34:17.169Z,176107165716900
"""gf @ ipOdBkGCQL"" calls 74",2025-10-21T18:34:08.724Z,176107164872400
"""ldl2 @ Fyu1zC3WxZ"" bets 74",2025-10-21T18:34:03.104Z,176107164310400
"Flop:  [A♠, 6♦, J♦]",2025-10-21T18:33:57.862Z,176107163786200
"""yx @ e6zr8eCYWY"" calls 45",2025-10-21T18:33:57.036Z,176107163703600
"""xx @ 67byzK7ng-"" folds",2025-10-21T18:33:55.743Z,176107163574300
"""gf @ ipOdBkGCQL"" calls 45",2025-10-21T18:33:52.957Z,176107163295700
"""黄笃读2 @ R1tfDLyqqY"" folds",2025-10-21T18:33:50.686Z,176107163068600
"""ldl2 @ Fyu1zC3WxZ"" raises to 45",2025-10-21T18:33:48.571Z,176107162857100
"""yx @ e6zr8eCYWY"" calls 11",2025-10-21T18:33:44.334Z,176107162433400
"""xx @ 67byzK7ng-"" calls 11",2025-10-21T18:33:43.074Z,176107162307400
"""gf @ ipOdBkGCQL"" raises to 11",2025-10-21T18:33:40.703Z,176107162070300
"The player ""摩托车 @ 1Dc32wQ1Fs"" sit back with the stack of 641.",2025-10-21T18:33:27.975Z,176107160797500
"""黄笃读2 @ R1tfDLyqqY"" posts a big blind of 2",2025-10-21T18:33:27.724Z,176107160772409
"""ldl2 @ Fyu1zC3WxZ"" posts a small blind of 1",2025-10-21T18:33:27.724Z,176107160772408
"Player stacks: #1 ""yx @ e6zr8eCYWY"" (638) | #2 ""ldl2 @ Fyu1zC3WxZ"" (298) | #3 ""黄笃读2 @ R1tfDLyqqY"" (323) | #5 ""gf @ ipOdBkGCQL"" (2469) | #9 ""xx @ 67byzK7ng-"" (1473)",2025-10-21T18:33:27.724Z,176107160772402
"-- starting hand #172 (id: l34ry9gcpxid)  (No Limit Texas Hold'em) (dealer: ""yx @ e6zr8eCYWY"") --",2025-10-21T18:33:27.724Z,176107160772401
"The player ""摩托车 @ 1Dc32wQ1Fs"" stand up with the stack of 641.",2025-10-21T18:33:27.724Z,176107160772400
"""gf @ ipOdBkGCQL"" shows a J♦, 8♣.",2025-10-21T18:33:22.249Z,176107160224900
"-- ending hand #171 --",2025-10-21T18:33:21.118Z,176107160111802
"""gf @ ipOdBkGCQL"" collected 10 from pot",2025-10-21T18:33:21.118Z,176107160111801
"Uncalled bet of 10 returned to ""gf @ ipOdBkGCQL""",2025-10-21T18:33:21.118Z,176107160111800
"""ldl2 @ Fyu1zC3WxZ"" folds",2025-10-21T18:33:20.299Z,176107160029900
"""yx @ e6zr8eCYWY"" folds",2025-10-21T18:33:19.194Z,176107159919400
"""xx @ 67byzK7ng-"" folds",2025-10-21T18:33:18.000Z,176107159800000
"""摩托车 @ 1Dc32wQ1Fs"" folds",2025-10-21T18:33:16.825Z,176107159682500
"""gf @ ipOdBkGCQL"" bets 10",2025-10-21T18:33:15.359Z,176107159535900
"""ldl2 @ Fyu1zC3WxZ"" checks",2025-10-21T18:33:12.047Z,176107159204700
"""yx @ e6zr8eCYWY"" checks",2025-10-21T18:33:10.928Z,176107159092800
"Flop:  [6♥, J♥, 5♣]",2025-10-21T18:33:09.483Z,176107158948300
"""ldl2 @ Fyu1zC3WxZ"" checks",2025-10-21T18:33:08.643Z,176107158864300
"""yx @ e6zr8eCYWY"" calls 2",2025-10-21T18:33:07.545Z,176107158754500
"""xx @ 67byzK7ng-"" calls 2",2025-10-21T18:32:59.536Z,176107157953600
"""摩托车 @ 1Dc32wQ1Fs"" calls 2",2025-10-21T18:32:57.551Z,176107157755100
"""gf @ ipOdBkGCQL"" calls 2",2025-10-21T18:32:55.809Z,176107157580900
"""黄笃读2 @ R1tfDLyqqY"" folds",2025-10-21T18:32:53.648Z,176107157364800
"""ldl2 @ Fyu1zC3WxZ"" posts a big blind of 2",2025-10-21T18:32:51.572Z,176107157157209
"""yx @ e6zr8eCYWY"" posts a small blind of 1",2025-10-21T18:32:51.572Z,176107157157208
"Player stacks: #1 ""yx @ e6zr8eCYWY"" (640) | #2 ""ldl2 @ Fyu1zC3WxZ"" (300) | #3 ""黄笃读2 @ R1tfDLyqqY"" (323) | #5 ""gf @ ipOdBkGCQL"" (2461) | #8 ""摩托车 @ 1Dc32wQ1Fs"" (643) | #9 ""xx @ 67byzK7ng-"" (1475)",2025-10-21T18:32:51.572Z,176107157157201
"-- starting hand #171 (id: lbm9fthxchko)  (No Limit Texas Hold'em) (dealer: ""xx @ 67byzK7ng-"") --",2025-10-21T18:32:51.572Z,176107157157200
"-- ending hand #170 --",2025-10-21T18:32:45.644Z,176107156564402
"""xx @ 67byzK7ng-"" collected 50 from pot",2025-10-21T18:32:45.644Z,176107156564401
"Uncalled bet of 25 returned to ""xx @ 67byzK7ng-""",2025-10-21T18:32:45.644Z,176107156564400
"""gf @ ipOdBkGCQL"" folds",2025-10-21T18:32:44.824Z,176107156482400
"""黄笃读2 @ R1tfDLyqqY"" folds",2025-10-21T18:32:40.596Z,176107156059600
"""yx @ e6zr8eCYWY"" folds",2025-10-21T18:32:39.127Z,176107155912700
"""xx @ 67byzK7ng-"" bets 25",2025-10-21T18:32:37.137Z,176107155713700
"Flop:  [Q♠, K♣, J♦]",2025-10-21T18:32:30.665Z,176107155066500
"""摩托车 @ 1Dc32wQ1Fs"" folds",2025-10-21T18:32:29.842Z,176107154984200
"""gf @ ipOdBkGCQL"" calls 12",2025-10-21T18:32:28.620Z,176107154862000
"""黄笃读2 @ R1tfDLyqqY"" calls 12",2025-10-21T18:32:26.262Z,176107154626200
"""yx @ e6zr8eCYWY"" calls 12",2025-10-21T18:32:24.300Z,176107154430000
"""xx @ 67byzK7ng-"" raises to 12",2025-10-21T18:32:22.089Z,176107154208900
"""摩托车 @ 1Dc32wQ1Fs"" calls 2",2025-10-21T18:32:17.593Z,176107153759300
"""gf @ ipOdBkGCQL"" calls 2",2025-10-21T18:32:15.921Z,176107153592100
"""黄笃读2 @ R1tfDLyqqY"" calls 2",2025-10-21T18:32:10.530Z,176107153053000
"""ldl2 @ Fyu1zC3WxZ"" folds",2025-10-21T18:32:09.316Z,176107152931600
"""yx @ e6zr8eCYWY"" posts a big blind of 2",2025-10-21T18:32:06.845Z,176107152684509
"""xx @ 67byzK7ng-"" posts a small blind of 1",2025-10-21T18:32:06.845Z,176107152684508
"Player stacks: #1 ""yx @ e6zr8eCYWY"" (652) | #2 ""ldl2 @ Fyu1zC3WxZ"" (300) | #3 ""黄笃读2 @ R1tfDLyqqY"" (335) | #5 ""gf @ ipOdBkGCQL"" (2473) | #8 ""摩托车 @ 1Dc32wQ1Fs"" (645) | #9 ""xx @ 67byzK7ng-"" (1437)",2025-10-21T18:32:06.845Z,176107152684501
"-- starting hand #170 (id: os96vc2vejpz)  (No Limit Texas Hold'em) (dealer: ""摩托车 @ 1Dc32wQ1Fs"") --",2025-10-21T18:32:06.845Z,176107152684500
"""gf @ ipOdBkGCQL"" shows a 2♣, 2♠.",2025-10-21T18:32:03.777Z,176107152377700
"-- ending hand #169 --",2025-10-21T18:32:00.216Z,176107152021602
"""gf @ ipOdBkGCQL"" collected 36 from pot",2025-10-21T18:32:00.216Z,176107152021601
"Uncalled bet of 18 returned to ""gf @ ipOdBkGCQL""",2025-10-21T18:32:00.216Z,176107152021600
"""黄笃读2 @ R1tfDLyqqY"" folds",2025-10-21T18:31:59.323Z,176107151932300
"""xx @ 67byzK7ng-"" folds",2025-10-21T18:31:58.184Z,176107151818400
"""gf @ ipOdBkGCQL"" bets 18",2025-10-21T18:31:54.389Z,176107151438900
"""黄笃读2 @ R1tfDLyqqY"" checks",2025-10-21T18:31:50.663Z,176107151066300
"""xx @ 67byzK7ng-"" checks",2025-10-21T18:31:49.480Z,176107150948000
"Flop:  [4♦, A♣, K♥]",2025-10-21T18:31:45.663Z,176107150566300
"""黄笃读2 @ R1tfDLyqqY"" calls 11",2025-10-21T18:31:44.838Z,176107150483800
"""ldl2 @ Fyu1zC3WxZ"" folds",2025-10-21T18:31:43.679Z,176107150367900
"""xx @ 67byzK7ng-"" calls 11",2025-10-21T18:31:40.260Z,176107150026000
"""摩托车 @ 1Dc32wQ1Fs"" folds",2025-10-21T18:31:39.099Z,176107149909900
"""gf @ ipOdBkGCQL"" raises to 11",2025-10-21T18:31:37.558Z,176107149755800
"""黄笃读2 @ R1tfDLyqqY"" calls 2",2025-10-21T18:31:33.456Z,176107149345600
"""ldl2 @ Fyu1zC3WxZ"" calls 2",2025-10-21T18:31:32.311Z,176107149231100
"""yx @ e6zr8eCYWY"" folds",2025-10-21T18:31:27.875Z,176107148787500
"""xx @ 67byzK7ng-"" posts a big blind of 2",2025-10-21T18:31:25.147Z,176107148514709
"""摩托车 @ 1Dc32wQ1Fs"" posts a small blind of 1",2025-10-21T18:31:25.147Z,176107148514708
"Player stacks: #1 ""yx @ e6zr8eCYWY"" (652) | #2 ""ldl2 @ Fyu1zC3WxZ"" (302) | #3 ""黄笃读2 @ R1tfDLyqqY"" (346) | #5 ""gf @ ipOdBkGCQL"" (2448) | #8 ""摩托车 @ 1Dc32wQ1Fs"" (646) | #9 ""xx @ 67byzK7ng-"" (1448)",2025-10-21T18:31:25.147Z,176107148514701
"-- starting hand #169 (id: fmx2bgxpfycj)  (No Limit Texas Hold'em) (dealer: ""gf @ ipOdBkGCQL"") --",2025-10-21T18:31:25.147Z,176107148514700
"-- ending hand #168 --",2025-10-21T18:31:19.140Z,176107147914003
"""xx @ 67byzK7ng-"" collected 38 from pot with Pair, 7's (combination: 7♣, 7♠, A♠, K♠, J♦)",2025-10-21T18:31:19.140Z,176107147914002
"""xx @ 67byzK7ng-"" shows a 7♣, K♠.",2025-10-21T18:31:19.140Z,176107147914001
"""gf @ ipOdBkGCQL"" shows a 10♠, Q♠.",2025-10-21T18:31:19.140Z,176107147914000
"""黄笃读2 @ R1tfDLyqqY"" checks",2025-10-21T18:31:18.306Z,176107147830600
"""yx @ e6zr8eCYWY"" checks",2025-10-21T18:31:17.130Z,176107147713000
"""xx @ 67byzK7ng-"" checks",2025-10-21T18:31:16.002Z,176107147600200
"""gf @ ipOdBkGCQL"" checks",2025-10-21T18:31:14.742Z,176107147474200
"River: 5♦, 9♣, 7♠, J♦ [A♠]",2025-10-21T18:31:11.445Z,176107147144500
"""黄笃读2 @ R1tfDLyqqY"" checks",2025-10-21T18:31:10.639Z,176107147063900
"""yx @ e6zr8eCYWY"" checks",2025-10-21T18:31:08.671Z,176107146867100
"""xx @ 67byzK7ng-"" checks",2025-10-21T18:31:06.542Z,176107146654200
"""gf @ ipOdBkGCQL"" checks",2025-10-21T18:31:05.365Z,176107146536500
"Turn: 5♦, 9♣, 7♠ [J♦]",2025-10-21T18:31:01.558Z,176107146155800
"""黄笃读2 @ R1tfDLyqqY"" checks",2025-10-21T18:31:00.671Z,176107146067100
"""yx @ e6zr8eCYWY"" checks",2025-10-21T18:30:57.889Z,176107145788900
"""xx @ 67byzK7ng-"" checks",2025-10-21T18:30:56.583Z,176107145658300
"""gf @ ipOdBkGCQL"" checks",2025-10-21T18:30:54.864Z,176107145486400
"Flop:  [5♦, 9♣, 7♠]",2025-10-21T18:30:46.125Z,176107144612500
"""xx @ 67byzK7ng-"" calls 9",2025-10-21T18:30:45.257Z,176107144525700
"""摩托车 @ 1Dc32wQ1Fs"" folds",2025-10-21T18:30:42.666Z,176107144266600
"""gf @ ipOdBkGCQL"" calls 9",2025-10-21T18:30:41.540Z,176107144154000
"""黄笃读2 @ R1tfDLyqqY"" calls 9",2025-10-21T18:30:38.248Z,176107143824800
"""ldl2 @ Fyu1zC3WxZ"" folds",2025-10-21T18:30:33.849Z,176107143384900
"""yx @ e6zr8eCYWY"" raises to 9",2025-10-21T18:30:32.725Z,176107143272500
"""xx @ 67byzK7ng-"" calls 2",2025-10-21T18:30:29.550Z,176107142955000
"""摩托车 @ 1Dc32wQ1Fs"" posts a big blind of 2",2025-10-21T18:30:27.115Z,176107142711509
"""gf @ ipOdBkGCQL"" posts a small blind of 1",2025-10-21T18:30:27.115Z,176107142711508
"Player stacks: #1 ""yx @ e6zr8eCYWY"" (661) | #2 ""ldl2 @ Fyu1zC3WxZ"" (302) | #3 ""黄笃读2 @ R1tfDLyqqY"" (355) | #5 ""gf @ ipOdBkGCQL"" (2457) | #8 ""摩托车 @ 1Dc32wQ1Fs"" (648) | #9 ""xx @ 67byzK7ng-"" (1419)",2025-10-21T18:30:27.115Z,176107142711501
"-- starting hand #168 (id: qsbrjzy1o6yc)  (No Limit Texas Hold'em) (dealer: ""黄笃读2 @ R1tfDLyqqY"") --",2025-10-21T18:30:27.115Z,176107142711500
"""黄笃读2 @ R1tfDLyqqY"" shows a 8♥, 10♦.",2025-10-21T18:30:25.552Z,176107142555200
"-- ending hand #167 --",2025-10-21T18:30:20.531Z,176107142053102
"""gf @ ipOdBkGCQL"" collected 90 from pot with Three of a Kind, 2's (combination: 2♣, 2♥, 2♠, 10♠, 8♦)",2025-10-21T18:30:20.531Z,176107142053101
"""gf @ ipOdBkGCQL"" shows a 2♣, 2♥.",2025-10-21T18:30:20.531Z,176107142053100
"""黄笃读2 @ R1tfDLyqqY"" calls 30",2025-10-21T18:30:19.719Z,176107141971900
"""yx @ e6zr8eCYWY"" folds",2025-10-21T18:30:01.705Z,176107140170500
"""xx @ 67byzK7ng-"" folds",2025-10-21T18:30:00.514Z,176107140051400
"""gf @ ipOdBkGCQL"" bets 30",2025-10-21T18:29:57.749Z,176107139774900
"""黄笃读2 @ R1tfDLyqqY"" checks",2025-10-21T18:29:53.397Z,176107139339700
"River: 10♠, 3♥, 7♠, 2♠ [8♦]",2025-10-21T18:29:49.359Z,176107138935900
"""yx @ e6zr8eCYWY"" checks",2025-10-21T18:29:48.550Z,176107138855000
"""xx @ 67byzK7ng-"" checks",2025-10-21T18:29:46.705Z,176107138670500
"""gf @ ipOdBkGCQL"" checks",2025-10-21T18:29:44.639Z,176107138463900
"""黄笃读2 @ R1tfDLyqqY"" checks",2025-10-21T18:29:42.290Z,176107138229000
"Turn: 10♠, 3♥, 7♠ [2♠]",2025-10-21T18:29:39.853Z,176107137985300
"""xx @ 67byzK7ng-"" calls 5",2025-10-21T18:29:39.034Z,176107137903400
"""摩托车 @ 1Dc32wQ1Fs"" folds",2025-10-21T18:29:33.534Z,176107137353400
"""gf @ ipOdBkGCQL"" calls 5",2025-10-21T18:29:31.021Z,176107137102100
"""黄笃读2 @ R1tfDLyqqY"" calls 5",2025-10-21T18:29:26.683Z,176107136668300
"""yx @ e6zr8eCYWY"" bets 5",2025-10-21T18:29:24.457Z,176107136445700
"""xx @ 67byzK7ng-"" checks",2025-10-21T18:29:21.485Z,176107136148500
"""摩托车 @ 1Dc32wQ1Fs"" checks",2025-10-21T18:29:19.347Z,176107135934700
"""gf @ ipOdBkGCQL"" checks",2025-10-21T18:29:17.337Z,176107135733700
"""黄笃读2 @ R1tfDLyqqY"" checks",2025-10-21T18:29:14.509Z,176107135450900
"Flop:  [10♠, 3♥, 7♠]",2025-10-21T18:29:10.569Z,176107135056900
"""gf @ ipOdBkGCQL"" checks",2025-10-21T18:29:09.712Z,176107134971200
"""黄笃读2 @ R1tfDLyqqY"" calls 2",2025-10-21T18:29:06.853Z,176107134685300
"""ldl2 @ Fyu1zC3WxZ"" folds",2025-10-21T18:29:05.725Z,176107134572500
"""yx @ e6zr8eCYWY"" calls 2",2025-10-21T18:29:00.089Z,176107134008900
"""xx @ 67byzK7ng-"" calls 2",2025-10-21T18:28:58.504Z,176107133850400
"""摩托车 @ 1Dc32wQ1Fs"" calls 2",2025-10-21T18:28:57.404Z,176107133740400
"""gf @ ipOdBkGCQL"" posts a big blind of 2",2025-10-21T18:28:53.737Z,176107133373709
"""黄笃读2 @ R1tfDLyqqY"" posts a small blind of 1",2025-10-21T18:28:53.737Z,176107133373708
"Player stacks: #1 ""yx @ e6zr8eCYWY"" (668) | #2 ""ldl2 @ Fyu1zC3WxZ"" (302) | #3 ""黄笃读2 @ R1tfDLyqqY"" (392) | #5 ""gf @ ipOdBkGCQL"" (2404) | #8 ""摩托车 @ 1Dc32wQ1Fs"" (650) | #9 ""xx @ 67byzK7ng-"" (1426)",2025-10-21T18:28:53.737Z,176107133373701
"-- starting hand #167 (id: kg4yc6v1u9f4)  (No Limit Texas Hold'em) (dealer: ""ldl2 @ Fyu1zC3WxZ"") --",2025-10-21T18:28:53.737Z,176107133373700
"-- ending hand #166 --",2025-10-21T18:28:47.728Z,176107132772803
"""xx @ 67byzK7ng-"" collected 1101 from pot with Full House, J's over Q's (combination: J♦, J♣, J♥, Q♣, Q♥)",2025-10-21T18:28:47.728Z,176107132772802
"""xx @ 67byzK7ng-"" shows a J♦, J♣.",2025-10-21T18:28:47.728Z,176107132772801
"""ldl2 @ Fyu1zC3WxZ"" shows a 9♦, A♥.",2025-10-21T18:28:47.728Z,176107132772800
"""xx @ 67byzK7ng-"" calls 440",2025-10-21T18:28:46.857Z,176107132685700
"""ldl2 @ Fyu1zC3WxZ"" raises to 440",2025-10-21T18:28:40.680Z,176107132068000
"""xx @ 67byzK7ng-"" bets 110",2025-10-21T18:28:37.187Z,176107131718700
"""ldl2 @ Fyu1zC3WxZ"" checks",2025-10-21T18:28:32.373Z,176107131237300
"River: J♥, K♥, 5♥, Q♣ [Q♥]",2025-10-21T18:28:22.186Z,176107130218600
"""xx @ 67byzK7ng-"" checks",2025-10-21T18:28:21.362Z,176107130136200
"""ldl2 @ Fyu1zC3WxZ"" checks",2025-10-21T18:28:18.903Z,176107129890300
"Turn: J♥, K♥, 5♥ [Q♣]",2025-10-21T18:28:11.332Z,176107129133200
"""yx @ e6zr8eCYWY"" folds",2025-10-21T18:28:10.522Z,176107129052200
"""xx @ 67byzK7ng-"" calls 77",2025-10-21T18:28:06.525Z,176107128652500
"""gf @ ipOdBkGCQL"" folds",2025-10-21T18:28:04.047Z,176107128404700
"""黄笃读2 @ R1tfDLyqqY"" folds",2025-10-21T18:28:02.954Z,176107128295400
"""ldl2 @ Fyu1zC3WxZ"" raises to 77",2025-10-21T18:27:59.296Z,176107127929600
"""yx @ e6zr8eCYWY"" calls 22",2025-10-21T18:27:53.950Z,176107127395000
"""xx @ 67byzK7ng-"" bets 22",2025-10-21T18:27:48.943Z,176107126894300
"""gf @ ipOdBkGCQL"" checks",2025-10-21T18:27:44.029Z,176107126402900
"""黄笃读2 @ R1tfDLyqqY"" checks",2025-10-21T18:27:42.304Z,176107126230400
"""ldl2 @ Fyu1zC3WxZ"" checks",2025-10-21T18:27:38.925Z,176107125892500
"Flop:  [J♥, K♥, 5♥]",2025-10-21T18:27:36.249Z,176107125624900
"""gf @ ipOdBkGCQL"" calls 9",2025-10-21T18:27:35.381Z,176107125538100
"""黄笃读2 @ R1tfDLyqqY"" calls 9",2025-10-21T18:27:33.984Z,176107125398400
"""ldl2 @ Fyu1zC3WxZ"" calls 9",2025-10-21T18:27:26.545Z,176107124654500
"""yx @ e6zr8eCYWY"" calls 9",2025-10-21T18:27:21.411Z,176107124141100
"""xx @ 67byzK7ng-"" raises to 9",2025-10-21T18:27:19.497Z,176107123949700
"""摩托车 @ 1Dc32wQ1Fs"" folds",2025-10-21T18:27:14.538Z,176107123453800
"""gf @ ipOdBkGCQL"" calls 2",2025-10-21T18:27:13.388Z,176107123338800
"""黄笃读2 @ R1tfDLyqqY"" posts a big blind of 2",2025-10-21T18:27:11.243Z,176107123124309
"""ldl2 @ Fyu1zC3WxZ"" posts a small blind of 1",2025-10-21T18:27:11.243Z,176107123124308
"Player stacks: #1 ""yx @ e6zr8eCYWY"" (699) | #2 ""ldl2 @ Fyu1zC3WxZ"" (828) | #3 ""黄笃读2 @ R1tfDLyqqY"" (401) | #5 ""gf @ ipOdBkGCQL"" (2413) | #8 ""摩托车 @ 1Dc32wQ1Fs"" (650) | #9 ""xx @ 67byzK7ng-"" (851)",2025-10-21T18:27:11.243Z,176107123124301
"-- starting hand #166 (id: pnsnzsdtxq9a)  (No Limit Texas Hold'em) (dealer: ""yx @ e6zr8eCYWY"") --",2025-10-21T18:27:11.243Z,176107123124300
"""xx @ 67byzK7ng-"" shows a 9♣, 2♦.",2025-10-21T18:27:08.524Z,176107122852400
"-- ending hand #165 --",2025-10-21T18:27:04.603Z,176107122460302
"""ldl2 @ Fyu1zC3WxZ"" collected 24 from pot",2025-10-21T18:27:04.603Z,176107122460301
"Uncalled bet of 18 returned to ""ldl2 @ Fyu1zC3WxZ""",2025-10-21T18:27:04.603Z,176107122460300
"""gf @ ipOdBkGCQL"" folds",2025-10-21T18:27:03.788Z,176107122378800
"""ldl2 @ Fyu1zC3WxZ"" bets 18",2025-10-21T18:27:01.454Z,176107122145400
"Flop:  [2♣, 2♠, Q♣]",2025-10-21T18:26:56.350Z,176107121635000
"""yx @ e6zr8eCYWY"" folds",2025-10-21T18:26:55.496Z,176107121549600
"""xx @ 67byzK7ng-"" folds",2025-10-21T18:26:53.979Z,176107121397900
"""摩托车 @ 1Dc32wQ1Fs"" folds",2025-10-21T18:26:52.839Z,176107121283900
"""gf @ ipOdBkGCQL"" calls 9",2025-10-21T18:26:51.585Z,176107121158500
"""ldl2 @ Fyu1zC3WxZ"" raises to 9",2025-10-21T18:26:49.753Z,176107120975300
"""yx @ e6zr8eCYWY"" calls 2",2025-10-21T18:26:44.137Z,176107120413700
"""xx @ 67byzK7ng-"" calls 2",2025-10-21T18:26:42.910Z,176107120291000
"""摩托车 @ 1Dc32wQ1Fs"" calls 2",2025-10-21T18:26:41.725Z,176107120172500
"""gf @ ipOdBkGCQL"" calls 2",2025-10-21T18:26:40.264Z,176107120026400
"""黄笃读2 @ R1tfDLyqqY"" folds",2025-10-21T18:26:35.220Z,176107119522000
"""ldl2 @ Fyu1zC3WxZ"" posts a big blind of 2",2025-10-21T18:26:33.637Z,176107119363709
"""yx @ e6zr8eCYWY"" posts a small blind of 1",2025-10-21T18:26:33.637Z,176107119363708
"Player stacks: #1 ""yx @ e6zr8eCYWY"" (701) | #2 ""ldl2 @ Fyu1zC3WxZ"" (813) | #3 ""黄笃读2 @ R1tfDLyqqY"" (401) | #5 ""gf @ ipOdBkGCQL"" (2422) | #8 ""摩托车 @ 1Dc32wQ1Fs"" (652) | #9 ""xx @ 67byzK7ng-"" (853)",2025-10-21T18:26:33.637Z,176107119363701
"-- starting hand #165 (id: 378wfnd1viuf)  (No Limit Texas Hold'em) (dealer: ""xx @ 67byzK7ng-"") --",2025-10-21T18:26:33.637Z,176107119363700
"""gf @ ipOdBkGCQL"" shows a 4♣, 10♣.",2025-10-21T18:26:27.938Z,176107118793800
"-- ending hand #164 --",2025-10-21T18:26:27.032Z,176107118703202
"""gf @ ipOdBkGCQL"" collected 64 from pot",2025-10-21T18:26:27.032Z,176107118703201
"Uncalled bet of 32 returned to ""gf @ ipOdBkGCQL""",2025-10-21T18:26:27.032Z,176107118703200
"""黄笃读2 @ R1tfDLyqqY"" folds",2025-10-21T18:26:26.226Z,176107118622600
"""yx @ e6zr8eCYWY"" folds",2025-10-21T18:26:20.806Z,176107118080600
